ex,word,vowel,tap,underlying,vowel_start,dur
s4001b,older;,ow,dx_d,d,294.338686,0.044059
s4001b,started;,aa,dx_t,t,301.546914,0.0714
s4001b,don't;,ah,dx_d,d,348.418532,0.07628
s4001b,sort;,ow,dx_t,t,530.111403,0.05641
s4001b,sort;,ah,dx_t,t,552.078896,0.044874
s4002a,sort;,ao,dx_t,t,45.814359,0.047105
s4002a,fault;,ao,dx_t,t,209.408438,0.06
s4002a,verdict;,ah,dx_d,d,217.473979,0.067708
s4002a,sort;,ao,dx_t,t,236.753,0.08
s4002a,parties;,aa,dx_t,t,426.467813,0.133196
s4002a,part;,aa,dx_t,t,476.645958,0.06698
s4002a,idea;,iy,dx_d,d,485.214812,0.094982
s4002a,part;,aa,dx_t,t,541.722935,0.07019
s4002a,part;,aa,dx_t,t,559.800568,0.089636
s4002b,to;,ow,dx_t,t,45.314909,0.190307
s4002b,sorta;,ow,dx_t,t,50.789119,0.063435
s4002b,it;,iy,dx_t,t,113.85673,0.071755
s4002b,hold;,ow,dx_d,d,288.329654,0.049917
s4002b,support;,ow,dx_t,t,463.531345,0.082729
s4003a,thirty;,ah,dx_t,t,51.026135,0.159356
s4003a,don't;,ey,dx_d,d,51.918697,0.148089
s4003a,at;,iy,dx_t,t,83.7765,0.090716
s4003a,at;,iy,dx_t,t,269.408063,0.117888
s4003a,weird;,iy,dx_d,d,337.674741,0.059276
s4003a,would;,aa,dx_d,d,484.459634,0.131303
s4003b,sort;,ao,dx_t,t,49.936063,0.08
s4003b,forty;,ao,dx_t,t,53.140284,0.065779
s4003b,sort;,ao,dx_t,t,60.401813,0.064972
s4003b,older;,ow,dx_d,d,90.140114,0.085771
s4003b,forty;,ao,dx_t,t,107.960628,0.059877
