ex,word,vowel,tap,underlying,vowel_start,dur
s2402a,older;,ow,dx_d,d,304.427188,0.13
s2402a,would've;,ay,dx_d,d,369.684494,0.10202
s2402a,felt;,eh,dx_t,t,384.475303,0.090684
s2402a,old;,ow,dx_d,d,460.038986,0.065953
s2403a,to;,aa,dx_t,t,15.937331,0.077973
s2403a,forty;,ao,dx_t,t,19.85,0.07
s2403a,to;,iyn,dx_t,t,107.036869,0.116944
s2403a,don't;,ah,dx_d,d,172.270811,0.094064
s2403a,to;,aan,dx_t,t,186.076869,0.077194
s2403a,childish;,aa,dx_d,d,357.655917,0.069044
s2403a,lord;,ow,dx_d,d,417.462183,0.234955
s2403a,partied;,aa,dx_t,t,425.877438,0.092575
s2403a,it;,iy,dx_t,t,551.620611,0.097898
s2501a,out;,uw,dx_t,t,171.069273,0.099406
s2501b,don't;,ae,dx_d,d,87.457875,0.09295
s2501b,to;,eh,dx_t,t,99.624075,0.05712
s2501b,started;,aa,dx_t,t,333.455445,0.056243
s2501b,building;,ih,dx_d,d,353.989774,0.060086
s2501b,didn't;,eh,dx_d,d,367.224137,0.152947
s2501b,start;,aa,dx_t,t,380.908547,0.061829
s2501b,to;,eh,dx_t,t,448.052566,0.063059
s2501b,court;,ao,dx_t,t,448.371018,0.05436
s2502a,ordered;,ao,dx_d,d,52.853076,0.077275
s2502a,eighty;,eh,dx_t,t,57.332633,0.175305
s2502a,married;,eh,dx_d,d,194.392867,0.067445
s2502a,don't;,ow,dx_d,d,250.461807,0.097135
s2502a,oldest;,ow,dx_d,d,335.376274,0.076142
s2502a,out;,ey,dx_t,t,392.183751,0.242686
s2502a,old;,ow,dx_d,d,397.033006,0.087501
s2502a,older;,ow,dx_d,d,418.737657,0.091291
s2502a,shelter;,eh,dx_t,t,442.234845,0.102171
s2502a,shelter;,eh,dx_t,t,450.072903,0.095916
s2502a,don't;,ey,dx_d,d,508.544769,0.187171
s2502a,don't;,ow,dx_d,d,509.741795,0.13102
s2502a,didn't;,ah,dx_d,d,569.617461,0.07249
s2502b,already;,ao,dx_d,d,83.379029,0.0556
s2502b,don't;,ow,dx_d,d,100.752539,0.085852
s2502b,to;,eh,dx_t,t,255.380518,0.067794
s2502b,florida;,ow,dx_d,d,272.528871,0.093389
s2502b,florida;,ao,dx_d,d,299.094,0.094984
s2502b,to;,ih,dx_t,t,387.394569,0.056667
s2502b,to;,ah,dx_t,t,398.32272,0.050431
s2503a,it;,iy,dx_t,t,20.124813,0.088464
s2503a,started;,aa,dx_t,t,62.801381,0.057446
s2503a,kind;,ay,dx_d,d,71.632913,0.053999
s2503a,don't;,ow,dx_d,d,104.607332,0.117958
s2503a,to;,eh,dx_t,t,158.877104,0.127459
s2503a,part;,aa,dx_t,t,525.345859,0.063189
s2503a,part;,aa,dx_t,t,526.763312,0.063473
s2503b,scared;,eh,dx_d,d,167.916522,0.093433
s2503b,don't;,aa,dx_d,d,215.192778,0.182409
s2503b,don't;,ae,dx_d,d,328.401476,0.095279
s2503b,old;,ow,dx_d,d,453.055664,0.08069
s2503b,forty;,ao,dx_t,t,475.587645,0.106167
s2601a,pretty;,ah,dx_t,t,386.949144,0.044201
s2601b,just;,ih,dx_t,t,316.25367,0.120205
s2602a,what;,eh,dx_t,t,390.042035,0.089528
s2602b,creative;,iy,dx_t,t,221.645125,0.199222
s2602b,building;,ih,dx_d,d,224.370991,0.127042
s2602b,build;,ih,dx_d,d,236.336113,0.074744
s2602b,don't;,ow,dx_d,d,259.859067,0.200745
s2602b,to;,ah,dx_t,t,476.563742,0.067961
s2602b,to;,ah,dx_t,t,479.399313,0.048667
s2602b,to;,ah,dx_t,t,484.314724,0.072934
s2602b,part;,aa,dx_t,t,541.120748,0.070778
s2602b,to;,ah,dx_t,t,562.370955,0.054361
s2701a,do;,ah,dx_d,d,222.031258,0.01684
s2701a,don't;,ow,dx_d,d,334.541153,0.104535
s2701a,thirty;,ah,dx_t,t,363.920321,0.154866
s2701a,started;,aa,dx_t,t,384.555204,0.121836
s2701a,heart;,aa,dx_t,t,398.653826,0.079747
s2701a,support;,ow,dx_t,t,458.625547,0.156203
s2701a,don't;,ae,dx_d,d,573.630222,0.133597
s2701b,children's;,ih,dx_d,d,63.038717,0.046422
s2701b,didn't;,ay,dx_d,d,119.18837,0.196435
s2701b,toward;,ow,dx_d,d,540.258839,0.06713
s2702a,don't;,ah,dx_d,d,69.742118,0.462159
s2702a,to;,ih,dx_t,t,142.96025,0.095501
s2702a,felt;,eh,dx_t,t,252.105232,0.060999
s2702a,to;,ay,dx_t,t,253.558392,0.067719
s2702a,to;,ah,dx_t,t,281.994018,0.104939
s2702a,don't;,ay,dx_d,d,314.468164,0.163649
s2702a,told;,ow,dx_d,d,436.071813,0.064668
s2702a,kindergarten;,ih,dx_d,d,451.572349,0.090661
s2702a,disorder;,ao,dx_d,d,561.412578,0.11786
s2702b,to;,eh,dx_t,t,51.862423,0.060135
s2702b,disorder;,ao,dx_d,d,80.419312,0.104807
s2702b,start;,aa,dx_t,t,186.75725,0.090837
s2702b,harder;,aa,dx_d,d,225.876657,0.102594
s2702b,it;,aw,dx_t,t,301.09575,0.139465
s2702b,order;,ao,dx_d,d,375.652616,0.057545
s2702b,to;,ay,dx_t,t,466.873562,0.027353
s2702b,afford;,ow,dx_d,d,524.786375,0.12
s2703a,landlord;,ao,dx_d,d,140.457625,0.07
s2703a,window;,eh,dx_d,d,165.195905,0.115006
s2703a,afford;,ow,dx_d,d,192.201611,0.11106
s2703a,don't;,ow,dx_d,d,274.151301,0.095522
s2703a,independent;,ih,dx_d,d,315.456751,0.074415
s2703a,don't;,ae,dx_d,d,322.431677,0.190635
s2703a,don't;,ow,dx_d,d,322.802312,0.22
s2703a,heard;,ah,dx_d,d,419.261757,0.106431
s2703a,smart;,aa,dx_t,t,463.779062,0.089769
s2703a,to;,ih,dx_t,t,519.659016,0.050339
s2703b,need;,iy,dx_d,d,54.445511,0.137206
s2703b,to;,ao,dx_t,t,219.779937,0.089795
s2703b,loved;,ah,dx_d,d,481.492496,0.127395
s2704a,doing;,iy,dx_d,d,193.554513,0.14975
s2801a,ended;,eh,dx_d,d,94.498,0.06184
s2801a,theater;,iy,dx_t,t,148.50225,0.088577
s2801a,quarter;,ao,dx_t,t,174.216188,0.09
s2801b,don't;,own,dx_d,d,52.425839,0.122521
s2801b,don't;,ae,dx_d,d,307.60544,0.056663
s2802a,thirty;,ah,dx_t,t,287.034439,0.060311
s2802b,weird;,iy,dx_d,d,156.644,0.15058
s2802b,building;,ih,dx_d,d,228.652999,0.097492
s2802b,and;,aan,dx_d,d,254.976407,0.079917
s2802b,got;,ay,dx_t,t,256.340214,0.154054
s2803a,part;,aa,dx_t,t,18.406351,0.073095
s2803a,would;,ae,dx_d,d,61.552602,0.065729
s2803a,it;,ah,dx_t,t,122.505322,0.05383
s2803a,quarter;,ao,dx_t,t,141.94225,0.07
s2803a,sort;,ao,dx_t,t,190.345454,0.085858
s2901a,didn't;,ah,dx_d,d,6.613136,0.119858
s2901a,that;,ao,dx_t,t,232.32643,0.054592
s2901a,limited;,ih,dx_t,t,284.280272,0.09977
s2901a,i'd;,ah,dx_d,d,286.886817,0.081058
s2901a,to;,aw,dx_t,t,491.346938,0.0543
s2901b,scared;,iy,dx_d,d,22.683219,0.0919
s2901b,majority;,ow,dx_t,t,69.182024,0.079551
s2901b,majority;,ow,dx_t,t,198.973615,0.081619
s2901b,it;,ow,dx_t,t,232.154586,0.079716
s2901b,somebody;,ah,dx_d,d,336.801545,0.103345
s2902a,to;,ih,dx_t,t,61.856096,0.020642
s2902a,at;,eh,dx_t,t,104.97305,0.108096
s2902a,had;,ay,dx_d,d,131.201392,0.128115
s2902a,had;,ih,dx_d,d,271.205469,0.094086
s2902a,party;,aa,dx_t,t,323.164954,0.066171
s2902a,yard;,aa,dx_d,d,370.102437,0.078263
s2902a,artificial;,aa,dx_t,t,410.458565,0.063068
s2902a,shorter;,ow,dx_t,t,413.143452,0.087883
s2902a,started;,aa,dx_t,t,555.944571,0.071341
s2902b,scared;,iy,dx_d,d,87.946441,0.086747
s2902b,scared;,eh,dx_d,d,90.303188,0.09
s2902b,heart;,aa,dx_t,t,219.404063,0.09
s2902b,ought;,ah,dx_t,t,286.267363,0.195973
s2902b,hard;,aa,dx_d,d,365.92925,0.089739
s2902b,don't;,ah,dx_d,d,370.758298,0.204139
s2902b,to;,ah,dx_t,t,371.415932,0.067395
s2902b,got;,ay,dx_t,t,457.156306,0.145497
s2902b,don't;,ow,dx_d,d,461.902001,0.204341
s2902b,party;,aa,dx_t,t,510.300254,0.050662
s2902b,society;,ay,dx_t,t,516.907987,0.07651
s2903a,heart;,aa,dx_t,t,29.778162,0.059846
s2903a,that;,ay,dx_t,t,70.322687,0.11
s2903a,heart;,aa,dx_t,t,91.519717,0.051768
s2903a,to;,ih,dx_t,t,127.012096,0.07221
s2903a,arteries;,aa,dx_t,t,185.310062,0.063546
s2903a,heart;,aa,dx_t,t,210.928399,0.094937
s2903a,attack;,aa,dx_t,t,268.039,0.074539
s2903a,heart;,aa,dx_t,t,277.475,0.09092
s2903a,heart;,aa,dx_t,t,280.139749,0.053816
s2903a,it'd;,ey,dx_d,d,376.809962,0.07964
s2903b,it;,ah,dx_t,t,281.760321,0.091523
s2903b,don't;,ey,dx_d,d,345.35375,0.171829
s2903b,weird;,iy,dx_d,d,386.415016,0.103609
s2903b,shelter;,eh,dx_t,t,465.381641,0.073844
s3001a,to;,ao,dx_t,t,128.034563,0.07
s3001a,forty;,ao,dx_t,t,134.646614,0.075827
s3001a,to;,ao,dx_t,t,290.086953,0.063189
s3001a,buildings;,ih,dx_d,d,354.594062,0.06
s3001a,building;,ih,dx_d,d,446.147223,0.075828
s3001a,building;,ih,dx_d,d,446.65274,0.087317
s3001a,had;,ay,dx_d,d,527.065204,0.066637
s3001a,i'd;,iy,dx_d,d,528.832207,0.151655
s3001a,at;,ey,dx_t,t,534.5652,0.160846
s3001b,thirty;,ah,dx_t,t,7.351053,0.066668
s3001b,would;,ae,dx_d,d,105.189129,0.125278
s3001b,what;,ow,dx_t,t,142.699983,0.066667
s3001b,what;,ah,dx_t,t,169.81117,0.079168
s3001b,at;,aa,dx_t,t,176.409091,0.136034
s3001b,degree;,uw,dx_d,d,193.235083,0.054162
s3001b,supported;,ow,dx_t,t,205.960084,0.054167
s3001b,supported;,ow,dx_t,t,206.782638,0.052052
s3001b,don't;,ah,dx_d,d,290.114566,0.13646
s3001b,to;,aa,dx_t,t,378.341274,0.032601
s3002a,it;,uw,dx_t,t,74.246986,0.081114
s3002a,it'll;,ah,dx_t,t,279.542429,0.058237
s3002a,at;,aa,dx_t,t,364.813585,0.121672
s3002a,would've;,ay,dx_d,d,365.271157,0.095673
s3002a,didn't;,ow,dx_d,d,402.601806,0.127125
s3002a,don't;,eh,dx_d,d,473.332975,0.104846
s3002a,it;,uw,dx_t,t,594.58153,0.070771
s3002b,forty;,ao,dx_t,t,126.991371,0.074647
s3002b,what;,ah,dx_t,t,153.223338,0.066667
s3002b,to;,iy,dx_t,t,364.568768,0.079168
s3002b,don't;,ah,dx_d,d,367.535436,0.157294
s3002b,idea;,ow,dx_d,d,416.40725,0.142892
s3002b,what;,ah,dx_t,t,438.511566,0.075684
s3002b,didn't;,ah,dx_d,d,472.171662,0.169794
s3002b,at;,uw,dx_t,t,493.219586,0.099989
s3003a,to;,eh,dx_t,t,34.263488,0.06146
s3003a,hold;,ow,dx_d,d,78.321616,0.070834
s3003a,building's;,ih,dx_d,d,113.448813,0.062672
s3003a,out-r-inn;,ah,dx_t,t,181.751561,0.200674
s3003a,days;,ao,dx_d,d,250.381297,0.068203
s3003a,don't;,ow,dx_d,d,251.0695,0.1
s3003a,florida;,ow,dx_d,d,284.19325,0.074872
s3003a,eighties;,eh,dx_t,t,326.759417,0.223772
s3003a,to;,iy,dx_t,t,399.695859,0.084376
s3003a,don't;,ey,dx_d,d,461.689288,0.114409
s3003a,eighties;,ih,dx_t,t,462.916428,0.18726
s3101a,didn't;,ah,dx_d,d,34.677532,0.089884
s3101a,started;,aa,dx_t,t,42.344468,0.058373
s3101a,quarters;,ao,dx_t,t,46.787489,0.053261
s3101a,started;,aa,dx_t,t,55.046862,0.071962
s3101a,border;,ao,dx_d,d,156.829517,0.067429
s3101a,held;,eh,dx_d,d,499.238132,0.087243
s3101a,don't;,ah,dx_d,d,553.062349,0.187353
s3101a,authority;,ao,dx_t,t,590.397094,0.108226
s3101b,restored;,ao,dx_d,d,56.864272,0.060665
s3101b,restored;,ao,dx_d,d,60.555711,0.055004
s3101b,heard;,ah,dx_d,d,80.46734,0.060417
s3101b,weirdos;,iy,dx_d,d,356.180771,0.062501
s3101b,part;,aa,dx_t,t,471.808505,0.079446
s3101b,world;,ah,dx_d,d,484.321701,0.066205
s3101b,to;,ay,dx_t,t,552.951312,0.049585
s3102a,it;,ae,dx_t,t,35.276973,0.171989
s3102a,to;,ay,dx_t,t,152.760125,0.115695
s3102a,sort;,ao,dx_t,t,279.727836,0.061196
s3102a,to;,eh,dx_t,t,569.345082,0.045106
s3102b,charter;,aa,dx_t,t,396.393613,0.080276
s3102b,don't;,uw,dx_d,d,534.907603,0.144285
s3103a,don't;,ey,dx_d,d,94.110318,0.113495
s3103a,started;,aa,dx_t,t,164.688264,0.055299
s3103a,had;,iy,dx_d,d,188.904118,0.036849
s3201a,graduating;,uw,dx_d,d,143.584437,0.091652
s3201a,attitude;,iy,dx_t,t,190.226017,0.095011
s3201a,recorded;,ao,dx_d,d,201.517574,0.055363
s3201a,out;,ih,dx_t,t,206.432299,0.153827
s3201a,already;,ay,dx_d,d,252.648718,0.106367
s3201a,started;,aa,dx_t,t,260.512957,0.084774
s3201a,that;,ah,dx_t,t,493.350462,0.109815
s3201a,inanity;,aen,dx_t,t,495.81875,0.167
s3201b,don't;,ah,dx_d,d,93.583808,0.095707
s3201b,already;,ao,dx_d,d,325.99084,0.108438
s3201b,depends;,ao,dx_d,d,348.945626,0.048657
s3201b,forty;,ao,dx_t,t,541.55475,0.06
s3202a,it;,ay,dx_t,t,254.798489,0.049721
s3202a,didn't;,ih,dx_d,d,254.83194,0.041578
s3202a,it;,uw,dx_t,t,278.764,0.07
s3202a,start;,aa,dx_t,t,280.088647,0.057057
s3202a,starting;,aa,dx_t,t,280.938188,0.066406
s3202a,designated;,ey,dx_t,t,358.304075,0.043676
s3202a,after;,ae,dx_t,t,425.439182,0.130766
s3202b,indeterminate;,ihn,dx_d,d,292.524498,0.057847
s3202b,party;,aa,dx_t,t,396.753887,0.069425
s3202b,killed;,ih,dx_d,d,446.058188,0.051187
s3202b,supporting;,ao,dx_t,t,527.21975,0.07
s3202b,supporting;,ao,dx_t,t,536.756313,0.054984
s3301a,quarter;,ao,dx_t,t,102.494615,0.060947
s3301a,part;,aa,dx_t,t,148.421275,0.040797
s3301a,sort;,ao,dx_t,t,151.846027,0.052661
s3301a,sort;,ao,dx_t,t,159.104189,0.04578
s3301a,holding;,ow,dx_d,d,383.782952,0.054396
s3301a,sort;,ao,dx_t,t,596.09175,0.054268
s3303b,it;,uw,dx_t,t,18.765209,0.066291
s3303b,protested;,eh,dx_t,t,70.299467,0.162057
s3303b,point;,oy,dx_t,t,109.303598,0.062896
s3303b,forties;,ao,dx_t,t,117.799177,0.083862
s3303b,recorder;,ao,dx_d,d,212.979821,0.054397
s3303b,sort;,ao,dx_t,t,526.580875,0.052801
s3303b,sort;,ao,dx_t,t,527.754547,0.071396
s3401a,consulting;,ah,dx_t,t,68.49523,0.058486
s3401a,called;,ao,dx_d,d,70.825499,0.059634
s3401a,what;,ey,dx_t,t,75.848589,0.106652
s3401a,started;,ah,dx_t,t,220.08517,0.061927
s3401a,started;,aa,dx_t,t,223.752842,0.072249
s3401a,forty;,ow,dx_t,t,302.336047,0.051606
s3401a,don't;,ao,dx_d,d,308.76724,0.214452
s3401b,sometimes;,ah,dx_t,t,40.844878,0.102352
s3401b,it;,uw,dx_t,t,288.362271,0.089908
s3401b,to;,ah,dx_t,t,318.570013,0.139358
s3401b,don't;,ow,dx_d,d,409.43675,0.179169
s3401b,sort;,ah,dx_t,t,413.71443,0.057077
s3401b,seemed;,iy,dx_d,d,414.458041,0.053862
s3401b,board;,ao,dx_d,d,429.258546,0.052293
s3401b,auditorium;,iy,dx_d,d,536.097045,0.093719
s3402a,don't;,ah,dx_d,d,107.240681,0.115593
s3402a,it;,ow,dx_t,t,168.181432,0.126919
s3402a,retired;,aa,dx_d,d,171.139271,0.073662
s3402a,into;,ih,dx_t,t,180.645166,0.080461
s3402a,reminded;,uw,dx_d,d,315.004284,0.109926
s3402a,forty;,ao,dx_t,t,324.494309,0.043064
s3402a,start;,aa,dx_t,t,355.879434,0.097461
s3402a,sort;,ao,dx_t,t,519.396466,0.071396
s3402b,sort;,ow,dx_t,t,25.560205,0.057712
s3402b,older;,ow,dx_d,d,61.300526,0.079849
s3402b,to;,ao,dx_t,t,92.261354,0.062834
s3402b,had;,ay,dx_d,d,92.708729,0.105459
s3402b,don't;,ay,dx_d,d,160.752219,0.192087
s3402b,to;,iy,dx_t,t,191.785398,0.045272
s3402b,sort;,ao,dx_t,t,220.840618,0.052347
s3402b,holding;,ow,dx_d,d,411.859136,0.048593
s3402b,it;,oy,dx_t,t,425.527456,0.063069
s3402b,felt;,ah,dx_t,t,551.111312,0.044458
s3403a,do;,eh,dx_d,d,55.289743,0.063463
s3403a,old;,ow,dx_d,d,83.417436,0.070689
s3403a,started;,aa,dx_t,t,247.422115,0.058836
s3403a,it'll;,iy,dx_t,t,326.895015,0.049615
s3403a,sort;,ao,dx_t,t,368.082636,0.068431
s3403a,sorta;,ao,dx_t,t,516.19488,0.065041
s3403b,sort;,ao,dx_t,t,16.330707,0.063682
s3403b,out;,ey,dx_t,t,38.39684,0.110497
s3403b,out;,ey,dx_t,t,199.589965,0.195568
s3403b,automatic;,ih,dx_t,t,218.635119,0.188631
s3403b,started;,aa,dx_t,t,305.148049,0.059515
s3403b,automatic;,iy,dx_t,t,338.791501,0.153431
s3403b,articles;,aa,dx_t,t,533.359938,0.120284
s3501a,forty;,ow,dx_t,t,92.948405,0.057095
s3501a,starting;,aa,dx_t,t,94.296455,0.074796
s3501a,told;,ow,dx_d,d,173.191313,0.06
s3501a,started;,aa,dx_t,t,372.382822,0.081687
s3501a,multiple;,ao,dx_t,t,469.089128,0.096552
s3501a,ruled;,uh,dx_d,d,471.230872,0.096552
s3501a,to;,ih,dx_t,t,493.591367,0.058993
s3501a,to;,ah,dx_t,t,537.624042,0.067228
s3502b,started;,aa,dx_t,t,150.321614,0.063752
s3502b,variety;,ay,dx_t,t,162.700508,0.092804
s3502b,different;,ah,dx_d,d,212.320452,0.040316
s3502b,departments;,ah,dx_t,t,212.516355,0.029827
s3502b,into;,ih,dx_t,t,322.172747,0.050908
s3502b,household;,ow,dx_d,d,327.109312,0.048388
s3502b,sort;,ao,dx_t,t,345.285288,0.081916
s3502b,told;,ow,dx_d,d,375.017116,0.043652
s3503a,sort;,uh,dx_t,t,74.179527,0.058905
s3503b,sort;,ao,dx_t,t,2.861504,0.049168
s3503b,starting;,aa,dx_t,t,4.096509,0.060001
s3503b,sort;,ao,dx_t,t,144.824978,0.047816
s3503b,told;,ow,dx_d,d,251.100073,0.048177
s3503b,bored;,ow,dx_d,d,378.839808,0.074817
s3503b,part;,aa,dx_t,t,449.126389,0.031409
s3503b,idea;,ow,dx_d,d,597.716163,0.104416
s3601a,partying;,aa,dx_t,t,233.56518,0.079994
s3601a,quarter;,ao,dx_t,t,244.062187,0.082136
s3601a,build;,ih,dx_d,d,343.220392,0.06158
s3601a,part;,aa,dx_t,t,533.945307,0.099005
s3601a,quality;,aa,dx_t,t,575.672763,0.08944
s3601a,out;,iy,dx_t,t,778.701614,0.235284
s3601a,to;,eh,dx_t,t,818.460408,0.053467
s3601a,don't;,iy,dx_d,d,839.998366,0.265805
s3601b,it;,aw,dx_t,t,286.615113,0.19145
s3602b,don't;,ah,dx_d,d,85.497795,0.10458
s3602b,thirty;,ah,dx_t,t,312.378319,0.073868
s3602b,had;,eh,dx_d,d,407.980177,0.120835
s3602b,graduated;,uw,dx_d,d,414.314555,0.089574
s3602b,had;,ih,dx_d,d,530.285745,0.073959
s3602b,divorce;,aa,dx_d,d,535.718034,0.085418
s3603a,older;,ow,dx_d,d,216.986291,0.061103
s3603a,don't;,ah,dx_d,d,223.658221,0.085958
s3603a,don't;,aa,dx_d,d,227.47243,0.099734
s3603b,shelter;,eh,dx_t,t,63.953643,0.09306
s3603b,part;,aa,dx_t,t,225.133477,0.08272
s3603b,sheltered;,eh,dx_t,t,227.036054,0.089613
s3603b,shelter;,eh,dx_t,t,231.829253,0.086166
s3701a,florida;,ao,dx_d,d,289.211313,0.051452
s3701b,had;,ah,dx_d,d,72.188516,0.061587
s3701b,sort;,ao,dx_t,t,228.206918,0.042597
s3701b,sort;,ao,dx_t,t,229.41565,0.057787
s3701b,it;,uw,dx_t,t,539.009368,0.1034
s3702a,strip;,iy,dx_t,t,13.682518,0.13443
s3703a,start;,aa,dx_t,t,168.085967,0.068076
s3703a,sort;,ao,dx_t,t,183.181991,0.050168
s3703a,forty;,ao,dx_t,t,301.979699,0.060472
s3703a,don't;,aa,dx_d,d,425.297671,0.07916
s3703a,don't;,own,dx_d,d,425.459043,0.182001
s3703a,didn't;,ow,dx_d,d,451.079562,0.12445
s3703b,border;,ow,dx_d,d,165.988409,0.057444
s3703b,out;,ah,dx_t,t,368.980345,0.202854
s3703b,hard;,aa,dx_d,d,385.520461,0.090661
s3703b,sorta;,ao,dx_t,t,466.038775,0.053263
s3801a,graduated;,uw,dx_d,d,32.677709,0.109145
s3801a,started;,aa,dx_t,t,36.677021,0.076975
s3801a,at;,iy,dx_t,t,140.519313,0.071476
s3801a,started;,aa,dx_t,t,156.199937,0.08
s3801a,orderly;,ao,dx_d,d,158.04159,0.098347
s3801a,buildings;,ih,dx_d,d,181.109625,0.074529
s3801a,buildings;,ih,dx_d,d,227.646625,0.113137
s3801a,buildings;,ih,dx_d,d,266.041688,0.12
s3801b,forty;,ao,dx_t,t,114.604498,0.081939
s3801b,quarter;,ao,dx_t,t,150.591058,0.063837
s3801b,started;,aa,dx_t,t,243.318467,0.082864
s3801b,started;,aa,dx_t,t,249.592867,0.09682
s3801b,field;,iy,dx_d,d,275.471669,0.072201
s3801b,quarter;,ao,dx_t,t,277.618188,0.06
s3801b,don't;,ow,dx_d,d,407.590614,0.231908
s3801b,old;,ow,dx_d,d,442.235954,0.150546
s3802a,don't;,ah,dx_d,d,21.793588,0.109763
s3802a,don't;,ah,dx_d,d,111.558219,0.278864
s3802a,out;,ow,dx_t,t,190.835915,0.268798
s3802a,don't;,ah,dx_d,d,195.155259,0.297542
s3802a,built;,ih,dx_t,t,265.376618,0.079339
s3802a,kindergarten;,aa,dx_d,d,334.983255,0.093754
s3802a,graduated;,uw,dx_d,d,335.888875,0.147169
s3802a,graduated;,uw,dx_d,d,350.225,0.069362
s3802a,don't;,ow,dx_d,d,369.782933,0.192352
s3802a,out;,eh,dx_t,t,418.056898,0.258317
s3802a,built;,ih,dx_t,t,431.881813,0.115148
s3802a,to;,uh,dx_t,t,440.122354,0.100202
s3802a,don't;,ow,dx_d,d,485.009,0.210908
s3802a,forty;,ao,dx_t,t,498.03525,0.07395
s3802b,adult;,ao,dx_d,d,33.194015,0.096971
s3802b,older;,ow,dx_d,d,159.445311,0.079251
s3802b,don't;,eh,dx_d,d,170.100657,0.259336
s3802b,old;,ow,dx_d,d,186.574985,0.095827
s3802b,it;,ow,dx_t,t,220.51359,0.108614
s3802b,started;,aa,dx_t,t,258.857183,0.137169
s3802b,called;,ao,dx_d,d,266.285455,0.102149
s3802b,out;,ow,dx_t,t,313.61628,0.229506
s3802b,forty;,ao,dx_t,t,376.518937,0.07
s3802b,seventy;,ih,dx_t,t,385.393313,0.07
s3802b,seventy;,ih,dx_t,t,413.36925,0.08
s3802b,into;,ih,dx_t,t,435.507813,0.1
s3802b,want;,aa,dx_t,t,497.065437,0.06
s3803a,to;,iy,dx_t,t,23.025668,0.202066
s3803a,don't;,ah,dx_d,d,28.611315,0.225213
s3803a,majority;,ow,dx_t,t,34.632717,0.122934
s3803a,at;,iy,dx_t,t,99.975676,0.08011
s3803a,told;,ow,dx_d,d,129.590527,0.06982
s3803a,it;,iy,dx_t,t,279.742301,0.097922
s3803a,florida;,ow,dx_d,d,317.433243,0.191274
s3901a,part;,aa,dx_t,t,95.945755,0.048253
s3901a,hilliard;,ah,dx_d,d,177.037937,0.06
s3901a,i'd;,ae,dx_d,d,291.1945,0.152309
s3901a,graduated;,uw,dx_d,d,401.221213,0.047104
s3901a,party;,aa,dx_t,t,411.510737,0.073528
s3901a,priority;,ay,dx_t,t,454.546124,0.097655
s3901a,partiers;,aa,dx_t,t,543.322654,0.075408
s3901b,starting;,aa,dx_t,t,32.817056,0.056275
s3901b,start;,aa,dx_t,t,41.249592,0.055304
s3901b,to;,aw,dx_t,t,121.830963,0.078958
s3901b,quarter;,ao,dx_t,t,329.410375,0.06
s3901b,required;,ay,dx_d,d,332.390376,0.099999
s3901b,started;,aa,dx_t,t,341.301949,0.071602
s3901b,parties;,aa,dx_t,t,404.274193,0.049089
s3901b,society;,ay,dx_t,t,481.648861,0.093936
s3901b,told;,ow,dx_d,d,560.881062,0.06
s3902a,forty;,ao,dx_t,t,19.2495,0.065621
s3902a,society;,ay,dx_t,t,77.694653,0.08922
s3902a,start;,aa,dx_t,t,91.231187,0.073734
s3902a,it;,ay,dx_t,t,232.753424,0.148394
s3902a,don't;,eh,dx_d,d,382.124891,0.139391
s3902a,quarter;,ao,dx_t,t,533.074541,0.059357
s3902b,adriatico's;,ih,dx_t,t,78.769218,0.088917
s3902b,article;,ao,dx_t,t,255.026974,0.096155
s3902b,article;,ao,dx_t,t,262.238021,0.079612
s3902b,supporting;,ow,dx_t,t,313.59631,0.054354
s3902b,don't;,iy,dx_d,d,485.815214,0.134409
s3902b,party;,aa,dx_t,t,578.173131,0.092928
s3902b,party;,aa,dx_t,t,589.552327,0.05553
s3903a,party;,aa,dx_t,t,25.025222,0.073528
s3903a,don't;,ow,dx_d,d,50.02478,0.173942
s3903a,society;,ay,dx_t,t,216.415568,0.067316
s3903b,old;,ow,dx_d,d,41.188876,0.076975
s3903b,parties;,aa,dx_t,t,81.521312,0.06
s3903b,parties;,aa,dx_t,t,82.26002,0.059742
s3903b,parties;,aa,dx_t,t,88.037825,0.065486
s3903b,field;,iy,dx_d,d,160.6875,0.136477
s3903b,starting;,aa,dx_t,t,177.019982,0.042509
s3903b,started;,aa,dx_t,t,177.509413,0.088464
s3903b,thirty;,ah,dx_t,t,339.288188,0.138759
s3903b,forty;,ao,dx_t,t,341.367436,0.067784
s4001a,started;,ah,dx_t,t,91.557204,0.06722
s4001a,quarter;,ao,dx_t,t,92.099707,0.109221
s4001a,end;,eh,dx_d,d,136.510505,0.054534
s4001a,sort;,ao,dx_t,t,207.004125,0.06
s4001a,build;,ih,dx_d,d,222.300887,0.061457
s4001a,sort;,ao,dx_t,t,234.158667,0.06869
s4001a,what;,iy,dx_t,t,259.58875,0.086665
s4001a,hardest;,aa,dx_d,d,300.153155,0.05922
s4001a,to;,iy,dx_t,t,313.201702,0.092282
s4001a,sort;,ao,dx_t,t,349.845702,0.062081
s4001a,part;,aa,dx_t,t,378.013,0.068657
s4001b,sorta;,ao,dx_t,t,178.260879,0.046335
s4001b,older;,ow,dx_d,d,186.417802,0.05972
s4001b,it;,ay,dx_t,t,217.456241,0.124095
s4001b,sort;,ao,dx_t,t,237.370628,0.060753
s4001b,sort;,ah,dx_t,t,264.659388,0.045171
