,Unnamed: 0,sub,band,lang,lab,ch,mod,r
38903,38903,SD019,ap,cat,labeled,RHB8,full,0.008173388890827535
38904,38904,SD019,ap,cat,labeled,ROF10,linear,-0.09235430593068808
38905,38905,SD019,ap,cat,labeled,ROF10,full,-0.013860992535360614
38906,38906,SD019,ap,cat,labeled,RHB2,linear,0.12460188077386546
38907,38907,SD019,ap,cat,labeled,RHB2,full,-0.10208804277813154
38908,38908,SD019,ap,cat,labeled,ROF6,linear,-0.07748105777306273
38909,38909,SD019,ap,cat,labeled,ROF6,full,-0.05645298593621001
38910,38910,SD019,ap,cat,labeled,LPC8,linear,0.05388553194828112
38911,38911,SD019,ap,cat,labeled,LPC8,full,0.031368579011407015
38912,38912,SD019,ap,cat,labeled,RIP9,linear,0.006125168557721495
38913,38913,SD019,ap,cat,labeled,RIP9,full,-0.03235872561957009
38914,38914,SD019,ap,cat,labeled,RIP3,linear,-0.04876833254880158
38915,38915,SD019,ap,cat,labeled,RIP3,full,0.015471563107184132
38916,38916,SD019,ap,cat,labeled,RIA12,linear,0.05622769333109652
38917,38917,SD019,ap,cat,labeled,RIA12,full,0.10912179032040413
38918,38918,SD019,ap,cat,labeled,LPC2,linear,-0.09652724052218964
38919,38919,SD019,ap,cat,labeled,LPC2,full,-0.051713839847918434
38920,38920,SD019,ap,cat,labeled,RA2,linear,0.039796847780293715
38921,38921,SD019,ap,cat,labeled,RA2,full,-0.016470874717124162
38922,38922,SD019,ap,cat,labeled,RHH11,linear,-0.07944585879850549
38923,38923,SD019,ap,cat,labeled,RHH11,full,-0.088319966233375
38924,38924,SD019,ap,cat,labeled,RHH3,linear,-0.18045226764545466
38925,38925,SD019,ap,cat,labeled,RHH3,full,-0.08506844730399303
38926,38926,SD019,ap,cat,labeled,LA5,linear,0.080148172282873
38927,38927,SD019,ap,cat,labeled,LA5,full,-0.020772947774568225
38928,38928,SD019,ap,cat,labeled,RIA7,linear,-0.16644622263892445
38929,38929,SD019,ap,cat,labeled,RIA7,full,-0.019366386849714253
38930,38930,SD019,ap,cat,labeled,RHH9,linear,-0.04072022967654581
38931,38931,SD019,ap,cat,labeled,RHH9,full,0.011906697620195115
38932,38932,SD019,ap,cat,labeled,LIP11,linear,0.03748625290333727
38933,38933,SD019,ap,cat,labeled,LIP11,full,-0.06475038626962723
38934,38934,SD019,ap,cat,labeled,RA8,linear,-0.14899134593275615
38935,38935,SD019,ap,cat,labeled,RA8,full,0.04228521550593739
38936,38936,SD019,ap,cat,labeled,LIM15,linear,0.1123730726855716
38937,38937,SD019,ap,cat,labeled,LIM15,full,-0.1303675639850927
38938,38938,SD019,ap,cat,labeled,RA11,linear,0.034925400113947784
38939,38939,SD019,ap,cat,labeled,RA11,full,-0.0206010287755124
38940,38940,SD019,ap,cat,labeled,LHB10,linear,-0.045737383489892605
38941,38941,SD019,ap,cat,labeled,LHB10,full,0.047212931020311835
38942,38942,SD019,ap,cat,labeled,LOF11,linear,0.05431238512320859
38943,38943,SD019,ap,cat,labeled,LOF11,full,0.02931411695673623
38944,38944,SD019,ap,cat,labeled,LHH1,linear,0.01947212344956193
38945,38945,SD019,ap,cat,labeled,LHH1,full,0.03739675536432008
38946,38946,SD019,ap,cat,labeled,LIA5,linear,-0.06303702343231203
38947,38947,SD019,ap,cat,labeled,LIA5,full,-0.07474727359886989
38948,38948,SD019,ap,cat,labeled,LIA13,linear,0.08384131280740198
38949,38949,SD019,ap,cat,labeled,LIA13,full,-0.0723609219256703
38950,38950,SD019,ap,cat,labeled,LA13,linear,0.1044719432267832
38951,38951,SD019,ap,cat,labeled,LA13,full,0.025595572536003443
38952,38952,SD019,ap,cat,labeled,RIP10,linear,-0.05642802528430078
38953,38953,SD019,ap,cat,labeled,RIP10,full,0.014727911450047187
38954,38954,SD019,ap,cat,labeled,LHH10,linear,0.040682611019383766
38955,38955,SD019,ap,cat,labeled,LHH10,full,0.09620926137965348
38956,38956,SD019,ap,cat,labeled,LIP1,linear,0.03451452572552256
38957,38957,SD019,ap,cat,labeled,LIP1,full,0.001369353583914064
38958,38958,SD019,ap,cat,labeled,RHB11,linear,0.007985050344653962
38959,38959,SD019,ap,cat,labeled,RHB11,full,-0.012062823852497831
38960,38960,SD019,ap,cat,labeled,LOF4,linear,-0.11740398933313954
38961,38961,SD019,ap,cat,labeled,LOF4,full,0.025283872828227732
38962,38962,SD019,ap,cat,labeled,LHH14,linear,0.003060188155635405
38963,38963,SD019,ap,cat,labeled,LHH14,full,-0.06421017303643506
38964,38964,SD019,ap,cat,labeled,RIP14,linear,0.019518786974081697
38965,38965,SD019,ap,cat,labeled,RIP14,full,-0.0434386486804029
38966,38966,SD019,ap,cat,labeled,LHB4,linear,-0.035519270940383235
38967,38967,SD019,ap,cat,labeled,LHB4,full,0.009814781229860185
38968,38968,SD019,ap,cat,labeled,LIP5,linear,-0.2755452611874609
38969,38969,SD019,ap,cat,labeled,LIP5,full,0.015910809743140717
38970,38970,SD019,ap,cat,labeled,LPC12,linear,0.2817401865176831
38971,38971,SD019,ap,cat,labeled,LPC12,full,0.0403036518195184
38972,38972,SD019,ap,cat,labeled,RPC4,linear,0.01123068772933908
38973,38973,SD019,ap,cat,labeled,RPC4,full,-0.06808017544798715
38974,38974,SD019,ap,cat,labeled,LIA1,linear,-0.0535050940218656
38975,38975,SD019,ap,cat,labeled,LIA1,full,0.04656237415963908
38976,38976,SD019,ap,cat,labeled,LHH5,linear,0.0989936677975196
38977,38977,SD019,ap,cat,labeled,LHH5,full,-0.12006268059113412
38978,38978,SD019,ap,cat,labeled,LOF15,linear,-0.10407358866467477
38979,38979,SD019,ap,cat,labeled,LOF15,full,0.13013527188651158
38980,38980,SD019,ap,cat,labeled,LIM4,linear,0.15136919275975916
38981,38981,SD019,ap,cat,labeled,LIM4,full,-0.023573747547484557
38982,38982,SD019,ap,cat,labeled,LIP15,linear,-0.031093730845750667
38983,38983,SD019,ap,cat,labeled,LIP15,full,-0.0497221018323164
38984,38984,SD019,ap,cat,labeled,RIA9,linear,-0.14860914360321356
38985,38985,SD019,ap,cat,labeled,RIA9,full,-0.0695428194608844
38986,38986,SD019,ap,cat,labeled,RIA3,linear,0.017247027542717168
38987,38987,SD019,ap,cat,labeled,RIA3,full,-0.02650302944711276
38988,38988,SD019,ap,cat,labeled,LA1,linear,0.009878296409712441
38989,38989,SD019,ap,cat,labeled,LA1,full,-0.04355394748035428
38990,38990,SD019,ap,cat,labeled,RHH7,linear,-0.0926701692928301
38991,38991,SD019,ap,cat,labeled,RHH7,full,0.11219772191035256
38992,38992,SD019,ap,cat,labeled,RHH15,linear,0.12125002353216208
38993,38993,SD019,ap,cat,labeled,RHH15,full,-0.029976470923891264
38994,38994,SD019,ap,cat,labeled,RA6,linear,0.08359979156793929
38995,38995,SD019,ap,cat,labeled,RA6,full,0.021944237312540284
38996,38996,SD019,ap,cat,labeled,LHB14,linear,-0.04309190451206791
38997,38997,SD019,ap,cat,labeled,LHB14,full,0.03940555460374117
38998,38998,SD019,ap,cat,labeled,RPC13,linear,0.393823432976748
38999,38999,SD019,ap,cat,labeled,RPC13,full,-0.12706441396064574
39000,39000,SD019,ap,cat,labeled,RA15,linear,0.013526655375491487
39001,39001,SD019,ap,cat,labeled,RA15,full,-0.003443823521689609
39002,39002,SD019,ap,cat,labeled,LIM11,linear,-0.038006174915384106
39003,39003,SD019,ap,cat,labeled,LIM11,full,-0.016833881850129528
39004,39004,SD019,ap,cat,labeled,RHB6,linear,0.10377342487889328
39005,39005,SD019,ap,cat,labeled,RHB6,full,-0.040867790525382065
39006,39006,SD019,ap,cat,labeled,ROF14,linear,-0.18202449854329375
39007,39007,SD019,ap,cat,labeled,ROF14,full,-0.09230171464643212
39008,39008,SD019,ap,cat,labeled,LPC6,linear,-0.011754598293301928
39009,39009,SD019,ap,cat,labeled,LPC6,full,-0.06502786553875313
39010,39010,SD019,ap,cat,labeled,ROF8,linear,-0.12641461647000166
39011,39011,SD019,ap,cat,labeled,ROF8,full,0.10606314932929777
39012,39012,SD019,ap,cat,labeled,RIA16,linear,0.0022005193213746072
39013,39013,SD019,ap,cat,labeled,RIA16,full,0.040904606651409145
39014,39014,SD019,ap,cat,labeled,RIP7,linear,0.20835949320000172
39015,39015,SD019,ap,cat,labeled,RIP7,full,-0.13810957038999744
39016,39016,SD019,ap,cat,labeled,ROF2,linear,-0.08155100226209193
39017,39017,SD019,ap,cat,labeled,ROF2,full,-0.004233905979218884
39018,39018,SD019,ap,cat,labeled,LPC1,linear,-0.019144169637385355
39019,39019,SD019,ap,cat,labeled,LPC1,full,0.016334175364522918
39020,39020,SD019,ap,cat,labeled,RIA11,linear,0.13487967635797027
39021,39021,SD019,ap,cat,labeled,RIA11,full,0.03781213609509046
39022,39022,SD019,ap,cat,labeled,ROF5,linear,-0.1371685334780707
39023,39023,SD019,ap,cat,labeled,ROF5,full,0.028689217690621733
39024,39024,SD019,ap,cat,labeled,RHB1,linear,0.09235421297980008
39025,39025,SD019,ap,cat,labeled,RHB1,full,-0.03615226178983968
39026,39026,SD019,ap,cat,labeled,ROF13,linear,-0.059814237560904523
39027,39027,SD019,ap,cat,labeled,ROF13,full,0.0667657584596954
39028,39028,SD019,ap,cat,labeled,LHB13,linear,0.014262927195099275
39029,39029,SD019,ap,cat,labeled,LHB13,full,0.035333398879762015
39030,39030,SD019,ap,cat,labeled,RPC14,linear,-0.019995070802240663
39031,39031,SD019,ap,cat,labeled,RPC14,full,-0.0857000613903208
39032,39032,SD019,ap,cat,labeled,RA12,linear,0.003371179441394822
39033,39033,SD019,ap,cat,labeled,RA12,full,-0.08118479264807832
39034,39034,SD019,ap,cat,labeled,LIM16,linear,0.16819967725640278
39035,39035,SD019,ap,cat,labeled,LIM16,full,-0.15216077764760766
39036,39036,SD019,ap,cat,labeled,LIP12,linear,0.2178777667221458
39037,39037,SD019,ap,cat,labeled,LIP12,full,-0.09279064442355367
39038,39038,SD019,ap,cat,labeled,LIM3,linear,-0.031192332193331118
39039,39039,SD019,ap,cat,labeled,LIM3,full,0.08124887778116673
39040,39040,SD019,ap,cat,labeled,RHH12,linear,-0.003536961721213174
39041,39041,SD019,ap,cat,labeled,RHH12,full,-0.05760427960723837
39042,39042,SD019,ap,cat,labeled,LA6,linear,0.07700520355483471
39043,39043,SD019,ap,cat,labeled,LA6,full,0.04115328001752535
39044,39044,SD019,ap,cat,labeled,RIA4,linear,0.08405860732320843
39045,39045,SD019,ap,cat,labeled,RIA4,full,-0.006984373222448925
39046,39046,SD019,ap,cat,labeled,RA1,linear,0.21976794968396707
39047,39047,SD019,ap,cat,labeled,RA1,full,0.1958517788361522
39048,39048,SD019,ap,cat,labeled,LIM9,linear,0.09389754060667324
39049,39049,SD019,ap,cat,labeled,LIM9,full,-0.08371641623392813
39050,39050,SD019,ap,cat,labeled,LA10,linear,0.04927196260073746
39051,39051,SD019,ap,cat,labeled,LA10,full,0.059469936893400015
39052,39052,SD019,ap,cat,labeled,LIA10,linear,-0.03911424540589114
39053,39053,SD019,ap,cat,labeled,LIA10,full,-0.02521855869919865
39054,39054,SD019,ap,cat,labeled,LHH2,linear,-0.016046226854625322
39055,39055,SD019,ap,cat,labeled,LHH2,full,0.0099871775100631
39056,39056,SD019,ap,cat,labeled,LIA6,linear,0.05643675678102868
39057,39057,SD019,ap,cat,labeled,LIA6,full,-0.034495605818325566
39058,39058,SD019,ap,cat,labeled,LHH8,linear,0.031699434974076394
39059,39059,SD019,ap,cat,labeled,LHH8,full,-0.043631480993776416
39060,39060,SD019,ap,cat,labeled,LOF12,linear,0.014061759582651276
39061,39061,SD019,ap,cat,labeled,LOF12,full,-0.0022609755304391467
39062,39062,SD019,ap,cat,labeled,LOF7,linear,0.019625673200942103
39063,39063,SD019,ap,cat,labeled,LOF7,full,0.05648435943993513
39064,39064,SD019,ap,cat,labeled,RPC9,linear,-0.0011811409341611328
39065,39065,SD019,ap,cat,labeled,RPC9,full,0.04166492075342638
39066,39066,SD019,ap,cat,labeled,LIP8,linear,-0.05002692912727578
39067,39067,SD019,ap,cat,labeled,LIP8,full,-0.026090393468767
39068,39068,SD019,ap,cat,labeled,RHB12,linear,-0.03918744451024106
39069,39069,SD019,ap,cat,labeled,RHB12,full,0.04773188645754438
39070,39070,SD019,ap,cat,labeled,LIP2,linear,-0.04888816379652386
39071,39071,SD019,ap,cat,labeled,LIP2,full,-0.0032741831452846953
39072,39072,SD019,ap,cat,labeled,RPC3,linear,-0.060211483588636115
39073,39073,SD019,ap,cat,labeled,RPC3,full,-0.007729969059041711
39074,39074,SD019,ap,cat,labeled,LHB9,linear,-0.0673343172585021
39075,39075,SD019,ap,cat,labeled,LHB9,full,0.10556753864778733
39076,39076,SD019,ap,cat,labeled,LHH13,linear,0.12934531107982858
39077,39077,SD019,ap,cat,labeled,LHH13,full,-0.026354254767519725
39078,39078,SD019,ap,cat,labeled,LHB3,linear,0.15444033923716713
39079,39079,SD019,ap,cat,labeled,LHB3,full,0.1175299883910737
39080,39080,SD019,ap,cat,labeled,RIP13,linear,-0.07676166011344501
39081,39081,SD019,ap,cat,labeled,RIP13,full,0.012453226862027563
39082,39082,SD019,ap,cat,labeled,LIA4,linear,-0.02779656581758089
39083,39083,SD019,ap,cat,labeled,LIA4,full,0.0005739613333211189
39084,39084,SD019,ap,cat,labeled,LOF10,linear,0.015238828812096754
39085,39085,SD019,ap,cat,labeled,LOF10,full,-0.0039285914495769975
39086,39086,SD019,ap,cat,labeled,LA12,linear,0.01988729582538786
39087,39087,SD019,ap,cat,labeled,LA12,full,-0.01695299054879522
39088,39088,SD019,ap,cat,labeled,LIA12,linear,0.10456036436832394
39089,39089,SD019,ap,cat,labeled,LIA12,full,-0.11931216743133374
39090,39090,SD019,ap,cat,labeled,LHH11,linear,0.02413078202050986
39091,39091,SD019,ap,cat,labeled,LHH11,full,-0.026707593253685817
39092,39092,SD019,ap,cat,labeled,LHB1,linear,-0.022773744978593736
39093,39093,SD019,ap,cat,labeled,LHB1,full,-0.02627654668360293
39094,39094,SD019,ap,cat,labeled,RIP11,linear,-0.06151113731885485
39095,39095,SD019,ap,cat,labeled,RIP11,full,0.061968347634779125
39096,39096,SD019,ap,cat,labeled,LOF5,linear,-0.10480205823227176
39097,39097,SD019,ap,cat,labeled,LOF5,full,0.05319601424581067
39098,39098,SD019,ap,cat,labeled,RHB10,linear,-0.0917308627600968
39099,39099,SD019,ap,cat,labeled,RHB10,full,0.04568052908109047
39100,39100,SD019,ap,cat,labeled,RPC1,linear,-0.19014093005903612
39101,39101,SD019,ap,cat,labeled,RPC1,full,-0.1088746341522895
39102,39102,SD019,ap,cat,labeled,ROF11,linear,-0.07018559221336193
39103,39103,SD019,ap,cat,labeled,ROF11,full,-0.043503011935492185
39104,39104,SD019,ap,cat,labeled,RHB3,linear,-0.20955455990216806
39105,39105,SD019,ap,cat,labeled,RHB3,full,0.1194942201129262
39106,39106,SD019,ap,cat,labeled,RHB9,linear,-0.13051437468792554
39107,39107,SD019,ap,cat,labeled,RHB9,full,0.021661661902667877
39108,39108,SD019,ap,cat,labeled,LPC3,linear,0.02048510861650584
39109,39109,SD019,ap,cat,labeled,LPC3,full,-0.051662177369969364
39110,39110,SD019,ap,cat,labeled,RIP2,linear,0.29052332911688866
39111,39111,SD019,ap,cat,labeled,RIP2,full,-0.1833818679743193
39112,39112,SD019,ap,cat,labeled,RIA13,linear,0.06647339175041497
39113,39113,SD019,ap,cat,labeled,RIA13,full,-0.15285010060668291
39114,39114,SD019,ap,cat,labeled,RIP8,linear,0.125710108438773
39115,39115,SD019,ap,cat,labeled,RIP8,full,-0.08247210165123166
39116,39116,SD019,ap,cat,labeled,ROF7,linear,0.04306279417531661
39117,39117,SD019,ap,cat,labeled,ROF7,full,-0.07670099453448792
39118,39118,SD019,ap,cat,labeled,LPC9,linear,0.10043877638661336
39119,39119,SD019,ap,cat,labeled,LPC9,full,-0.06827933729255117
39120,39120,SD019,ap,cat,labeled,LIP10,linear,0.05972988720251021
39121,39121,SD019,ap,cat,labeled,LIP10,full,-0.04327517408876327
39122,39122,SD019,ap,cat,labeled,LIM1,linear,0.14817418090375464
39123,39123,SD019,ap,cat,labeled,LIM1,full,0.02322001684714033
39124,39124,SD019,ap,cat,labeled,RA9,linear,-0.07981178743064042
39125,39125,SD019,ap,cat,labeled,RA9,full,-0.012404948024721064
39126,39126,SD019,ap,cat,labeled,RHH8,linear,-0.19727371062481772
39127,39127,SD019,ap,cat,labeled,RHH8,full,0.11789374317070232
39128,39128,SD019,ap,cat,labeled,RHH10,linear,0.0014884742568886257
39129,39129,SD019,ap,cat,labeled,RHH10,full,-0.054659486792139625
39130,39130,SD019,ap,cat,labeled,RHH2,linear,0.05606691138463535
39131,39131,SD019,ap,cat,labeled,RHH2,full,-0.00692943173269544
39132,39132,SD019,ap,cat,labeled,LA4,linear,-0.13565830091554545
39133,39133,SD019,ap,cat,labeled,LA4,full,-0.07590191685055682
39134,39134,SD019,ap,cat,labeled,RIA6,linear,-0.08276040991564586
39135,39135,SD019,ap,cat,labeled,RIA6,full,-0.10793495517116942
39136,39136,SD019,ap,cat,labeled,RA3,linear,-0.08423116741440366
39137,39137,SD019,ap,cat,labeled,RA3,full,-0.08011950194286682
39138,39138,SD019,ap,cat,labeled,RPC16,linear,0.013954214449515624
39139,39139,SD019,ap,cat,labeled,RPC16,full,-0.02692798593571954
39140,39140,SD019,ap,cat,labeled,LHB11,linear,-0.018169115820286342
39141,39141,SD019,ap,cat,labeled,LHB11,full,-0.04668049936369519
39142,39142,SD019,ap,cat,labeled,RA10,linear,0.016169764868963786
39143,39143,SD019,ap,cat,labeled,RA10,full,-0.07112504789148914
39144,39144,SD019,ap,cat,labeled,LIM14,linear,-0.02031138184013149
39145,39145,SD019,ap,cat,labeled,LIM14,full,-0.015481361990448762
39146,39146,SD019,ap,cat,labeled,RPC11,linear,0.2766069509259706
39147,39147,SD019,ap,cat,labeled,RPC11,full,-0.2832318560083724
39148,39148,SD019,ap,cat,labeled,LIM13,linear,0.027130158167344702
39149,39149,SD019,ap,cat,labeled,LIM13,full,-0.057180137777334564
39150,39150,SD019,ap,cat,labeled,LIM6,linear,0.03238493933777588
39151,39151,SD019,ap,cat,labeled,LIM6,full,-0.07162804406890667
39152,39152,SD019,ap,cat,labeled,LA9,linear,0.06947587931889491
39153,39153,SD019,ap,cat,labeled,LA9,full,-0.003311627480586191
39154,39154,SD019,ap,cat,labeled,RIA1,linear,-0.031062954372226444
39155,39155,SD019,ap,cat,labeled,RIA1,full,-0.04012165057525096
39156,39156,SD019,ap,cat,labeled,LA3,linear,-0.11271373534096388
39157,39157,SD019,ap,cat,labeled,LA3,full,-0.06667070662841881
39158,39158,SD019,ap,cat,labeled,RHH5,linear,0.11904888980313845
39159,39159,SD019,ap,cat,labeled,RHH5,full,-0.12414578352490425
39160,39160,SD019,ap,cat,labeled,RA4,linear,-0.07621948810415445
39161,39161,SD019,ap,cat,labeled,RA4,full,-0.013698501332649124
39162,39162,SD019,ap,cat,labeled,LPC4,linear,-0.03884861380061565
39163,39163,SD019,ap,cat,labeled,LPC4,full,-0.09498858000032663
39164,39164,SD019,ap,cat,labeled,RIP5,linear,0.1099073262859916
39165,39165,SD019,ap,cat,labeled,RIP5,full,-0.01477034005136309
39166,39166,SD019,ap,cat,labeled,RIA14,linear,-0.0197786450012674
39167,39167,SD019,ap,cat,labeled,RIA14,full,-0.03383067479729359
39168,39168,SD019,ap,cat,labeled,RHB4,linear,0.10727587649836784
39169,39169,SD019,ap,cat,labeled,RHB4,full,-0.12915439094178807
39170,39170,SD019,ap,cat,labeled,LOF2,linear,-0.03565883777425998
39171,39171,SD019,ap,cat,labeled,LOF2,full,0.009244789240684493
39172,39172,SD019,ap,cat,labeled,LIP7,linear,0.07441728488797915
39173,39173,SD019,ap,cat,labeled,LIP7,full,-0.09372364878200834
39174,39174,SD019,ap,cat,labeled,LPC10,linear,0.02786203335538989
39175,39175,SD019,ap,cat,labeled,LPC10,full,-0.010092890349834209
39176,39176,SD019,ap,cat,labeled,RPC6,linear,0.07983131716566565
39177,39177,SD019,ap,cat,labeled,RPC6,full,-0.08050536291077537
39178,39178,SD019,ap,cat,labeled,LOF8,linear,0.03966525363135903
39179,39179,SD019,ap,cat,labeled,LOF8,full,0.02213982778867055
39180,39180,SD019,ap,cat,labeled,LHH16,linear,0.02688111727445508
39181,39181,SD019,ap,cat,labeled,LHH16,full,0.05880326010442545
39182,39182,SD019,ap,cat,labeled,RIP16,linear,0.1188287335624865
39183,39183,SD019,ap,cat,labeled,RIP16,full,-0.034876798285732064
39184,39184,SD019,ap,cat,labeled,LHB6,linear,0.10196668832566023
39185,39185,SD019,ap,cat,labeled,LHB6,full,-0.061583867371965625
39186,39186,SD019,ap,cat,labeled,LA15,linear,0.03409632229852376
39187,39187,SD019,ap,cat,labeled,LA15,full,0.02880485014632277
39188,39188,SD019,ap,cat,labeled,LIA15,linear,-0.006078746093060565
39189,39189,SD019,ap,cat,labeled,LIA15,full,-0.047169142259685534
39190,39190,SD019,ap,cat,labeled,LIA3,linear,0.06318916867207444
39191,39191,SD019,ap,cat,labeled,LIA3,full,-0.03247654691949406
39192,39192,SD019,ap,cat,labeled,LHH7,linear,0.10475123363554073
39193,39193,SD019,ap,cat,labeled,LHH7,full,0.04335945082334541
39194,39194,SD019,ap,cat,labeled,LIA9,linear,0.039814045399865626
39195,39195,SD019,ap,cat,labeled,LIA9,full,-0.07054541717189686
39196,39196,SD019,ap,cat,labeled,LIA11,linear,-0.05371825667344959
39197,39197,SD019,ap,cat,labeled,LIA11,full,-0.056792815017436174
39198,39198,SD019,ap,cat,labeled,LA11,linear,0.14731904205143012
39199,39199,SD019,ap,cat,labeled,LA11,full,-0.011710020017373415
39200,39200,SD019,ap,cat,labeled,LOF13,linear,-0.05006793236511209
39201,39201,SD019,ap,cat,labeled,LOF13,full,-0.022609126984474343
39202,39202,SD019,ap,cat,labeled,LHH9,linear,0.058820269239795935
39203,39203,SD019,ap,cat,labeled,LHH9,full,0.016960223649985118
39204,39204,SD019,ap,cat,labeled,LHH3,linear,-0.0492916465334314
39205,39205,SD019,ap,cat,labeled,LHH3,full,-0.08763429976870815
39206,39206,SD019,ap,cat,labeled,LIA7,linear,-0.02941549665342518
39207,39207,SD019,ap,cat,labeled,LIA7,full,-0.03216421425142345
39208,39208,SD019,ap,cat,labeled,RPC2,linear,-0.0715431967918602
39209,39209,SD019,ap,cat,labeled,RPC2,full,-0.03372047385840514
39210,39210,SD019,ap,cat,labeled,LIP3,linear,-0.020331555584173582
39211,39211,SD019,ap,cat,labeled,LIP3,full,-0.04212799559169415
39212,39212,SD019,ap,cat,labeled,RHB13,linear,-0.08066730197465613
39213,39213,SD019,ap,cat,labeled,RHB13,full,0.04103449233880116
39214,39214,SD019,ap,cat,labeled,LPC14,linear,0.11411349969827045
39215,39215,SD019,ap,cat,labeled,LPC14,full,0.0021095668514893658
39216,39216,SD019,ap,cat,labeled,LIP9,linear,0.12739549782475332
39217,39217,SD019,ap,cat,labeled,LIP9,full,-0.08223869620170167
39218,39218,SD019,ap,cat,labeled,LOF6,linear,-0.04571217867705784
39219,39219,SD019,ap,cat,labeled,LOF6,full,0.03562643878719566
39220,39220,SD019,ap,cat,labeled,RPC8,linear,-0.04014123701296759
39221,39221,SD019,ap,cat,labeled,RPC8,full,0.04218341001022125
39222,39222,SD019,ap,cat,labeled,LHB2,linear,0.0024732714826284914
39223,39223,SD019,ap,cat,labeled,LHB2,full,0.0025333160373757747
39224,39224,SD019,ap,cat,labeled,RIP12,linear,-0.09252075984970662
39225,39225,SD019,ap,cat,labeled,RIP12,full,0.02806178332140321
39226,39226,SD019,ap,cat,labeled,LHH12,linear,-0.14395221120315746
39227,39227,SD019,ap,cat,labeled,LHH12,full,-0.10490477261945512
39228,39228,SD019,ap,cat,labeled,LHB8,linear,-0.014296529274526413
39229,39229,SD019,ap,cat,labeled,LHB8,full,-0.004744781620153574
39230,39230,SD019,ap,cat,labeled,ROF4,linear,0.01733511510654788
39231,39231,SD019,ap,cat,labeled,ROF4,full,0.06077450150619412
39232,39232,SD019,ap,cat,labeled,RIA10,linear,-0.08868615202728869
39233,39233,SD019,ap,cat,labeled,RIA10,full,-0.03525133825750715
39234,39234,SD019,ap,cat,labeled,RIP1,linear,0.0940119971373746
39235,39235,SD019,ap,cat,labeled,RIP1,full,0.038134894811375566
39236,39236,SD019,ap,cat,labeled,ROF12,linear,-0.08015766466373493
39237,39237,SD019,ap,cat,labeled,ROF12,full,-0.05661067913232205
39238,39238,SD019,ap,cat,labeled,RA13,linear,-0.001152571940900153
39239,39239,SD019,ap,cat,labeled,RA13,full,-0.012122264565311128
39240,39240,SD019,ap,cat,labeled,RPC15,linear,0.1644051591614816
39241,39241,SD019,ap,cat,labeled,RPC15,full,0.05791172688656177
39242,39242,SD019,ap,cat,labeled,LHB12,linear,0.0044670312288063495
39243,39243,SD019,ap,cat,labeled,LHB12,full,0.04176654006544277
39244,39244,SD019,ap,cat,labeled,LIM8,linear,-0.021440497877655503
39245,39245,SD019,ap,cat,labeled,LIM8,full,-0.011088920268997644
39246,39246,SD019,ap,cat,labeled,RHH13,linear,-0.0007823769630526013
39247,39247,SD019,ap,cat,labeled,RHH13,full,-0.09067766402701463
39248,39248,SD019,ap,cat,labeled,RHH1,linear,-0.11290548089608317
39249,39249,SD019,ap,cat,labeled,RHH1,full,-0.07849643092318713
39250,39250,SD019,ap,cat,labeled,LA7,linear,0.058232960301546725
39251,39251,SD019,ap,cat,labeled,LA7,full,-0.038321168289056386
39252,39252,SD019,ap,cat,labeled,RIA5,linear,0.012679444088025715
39253,39253,SD019,ap,cat,labeled,RIA5,full,-0.037125372818703
39254,39254,SD019,ap,cat,labeled,LIP13,linear,-0.08742871825878899
39255,39255,SD019,ap,cat,labeled,LIP13,full,-0.06713504373502653
39256,39256,SD019,ap,cat,labeled,LIM2,linear,-0.008664470950532202
39257,39257,SD019,ap,cat,labeled,LIM2,full,0.06531973437059424
39258,39258,SD019,ap,cat,labeled,RA7,linear,0.06248977769169109
39259,39259,SD019,ap,cat,labeled,RA7,full,0.009742560137639907
39260,39260,SD019,ap,cat,labeled,RIA2,linear,-0.0266299680854011
39261,39261,SD019,ap,cat,labeled,RIA2,full,0.007923304349238162
39262,39262,SD019,ap,cat,labeled,RHH6,linear,-0.03195304733304913
39263,39263,SD019,ap,cat,labeled,RHH6,full,-0.013567031681057998
39264,39264,SD019,ap,cat,labeled,RHH14,linear,0.10444906755313912
39265,39265,SD019,ap,cat,labeled,RHH14,full,0.08124329117414712
39266,39266,SD019,ap,cat,labeled,RIA8,linear,-0.015998675832840304
39267,39267,SD019,ap,cat,labeled,RIA8,full,0.020598213465034862
39268,39268,SD019,ap,cat,labeled,LIM5,linear,-0.005805985262087156
39269,39269,SD019,ap,cat,labeled,LIM5,full,-0.013629891285395095
39270,39270,SD019,ap,cat,labeled,LIP14,linear,0.0012523907354269907
39271,39271,SD019,ap,cat,labeled,LIP14,full,-0.08046389123167454
39272,39272,SD019,ap,cat,labeled,LIM10,linear,0.07855730704919459
39273,39273,SD019,ap,cat,labeled,LIM10,full,-0.09599026158198246
39274,39274,SD019,ap,cat,labeled,RA14,linear,0.07670762138899027
39275,39275,SD019,ap,cat,labeled,RA14,full,0.006096519274224504
39276,39276,SD019,ap,cat,labeled,RPC12,linear,0.3694016959645901
39277,39277,SD019,ap,cat,labeled,RPC12,full,-0.19804302914825572
39278,39278,SD019,ap,cat,labeled,RHB7,linear,0.1106568462887124
39279,39279,SD019,ap,cat,labeled,RHB7,full,-0.037744342992695225
39280,39280,SD019,ap,cat,labeled,ROF3,linear,-0.025102938400260164
