,Unnamed: 0,sub,band,lang,lab,ch,mod,r
14407,14407,SD012,hgp,eng,labeled,LIF1,full,-0.05605552312631011
14408,14408,SD012,hgp,eng,labeled,LHH8,linear,0.0473349175697749
14409,14409,SD012,hgp,eng,labeled,LHH8,full,-0.14682767406012784
14410,14410,SD012,hgp,eng,labeled,LST2,linear,-0.1345401004736536
14411,14411,SD012,hgp,eng,labeled,LST2,full,-0.09963533254999088
14412,14412,SD012,hgp,eng,labeled,Grid A10,linear,-0.030788134360774537
14413,14413,SD012,hgp,eng,labeled,Grid A10,full,-0.03586100574167868
14414,14414,SD012,hgp,eng,labeled,LSF4,linear,-0.03156715716346658
14415,14415,SD012,hgp,eng,labeled,LSF4,full,-0.0718051651240166
14416,14416,SD012,hgp,eng,labeled,Grid A17,linear,-0.04289794539632205
14417,14417,SD012,hgp,eng,labeled,Grid A17,full,-0.03632164261774351
14418,14418,SD012,hgp,eng,labeled,LSF3,linear,0.05472841823812052
14419,14419,SD012,hgp,eng,labeled,LSF3,full,0.010237676321311373
14420,14420,SD012,hgp,eng,labeled,LST5,linear,-0.20709943778273726
14421,14421,SD012,hgp,eng,labeled,LST5,full,-0.3562403361242151
14422,14422,SD012,hgp,eng,labeled,LPP3,linear,0.05932049165103909
14423,14423,SD012,hgp,eng,labeled,LPP3,full,-0.08421789514781912
14424,14424,SD012,hgp,eng,labeled,LA2,linear,0.06533192882095742
14425,14425,SD012,hgp,eng,labeled,LA2,full,-0.1458606715028635
14426,14426,SD012,hgp,eng,labeled,LHH5,linear,0.1163436832392032
14427,14427,SD012,hgp,eng,labeled,LHH5,full,-0.1400609787375776
14428,14428,SD012,hgp,eng,labeled,LA8,linear,-0.10174637271725527
14429,14429,SD012,hgp,eng,labeled,LA8,full,-0.05165328191212317
14430,14430,SD012,hgp,eng,labeled,LHT7,linear,-0.02600722574761439
14431,14431,SD012,hgp,eng,labeled,LHT7,full,-0.07086795173050478
14432,14432,SD012,hgp,eng,labeled,RHH7,linear,-0.0575294118335352
14433,14433,SD012,hgp,eng,labeled,RHH7,full,-0.09686803765280752
14434,14434,SD012,hgp,eng,labeled,Grid A4,linear,-0.03738341109913497
14435,14435,SD012,hgp,eng,labeled,Grid A4,full,-0.07493896844784717
14436,14436,SD012,hgp,eng,labeled,RHH3,linear,-0.05237321804132308
14437,14437,SD012,hgp,eng,labeled,RHH3,full,-0.05598415802121154
14438,14438,SD012,hgp,eng,labeled,RHH9,linear,0.02113364241534621
14439,14439,SD012,hgp,eng,labeled,RHH9,full,-0.07681240415216843
14440,14440,SD012,hgp,eng,labeled,LIF2,linear,0.06586222514963744
14441,14441,SD012,hgp,eng,labeled,LIF2,full,-0.10742450458135153
14442,14442,SD012,hgp,eng,labeled,LHH1,linear,0.10937605495932223
14443,14443,SD012,hgp,eng,labeled,LHH1,full,-0.03709328571130612
14444,14444,SD012,hgp,eng,labeled,LA6,linear,0.1002415669871983
14445,14445,SD012,hgp,eng,labeled,LA6,full,-0.02722322600484233
14446,14446,SD012,hgp,eng,labeled,LHT9,linear,-0.020366431697130816
14447,14447,SD012,hgp,eng,labeled,LHT9,full,0.009021173908201644
14448,14448,SD012,hgp,eng,labeled,LHT3,linear,-0.046825959160827546
14449,14449,SD012,hgp,eng,labeled,LHT3,full,-0.10094040940709954
14450,14450,SD012,hgp,eng,labeled,Grid A19,linear,-0.04300126917167545
14451,14451,SD012,hgp,eng,labeled,Grid A19,full,-0.05770266517426025
14452,14452,SD012,hgp,eng,labeled,Grid A13,linear,0.008353683860817859
14453,14453,SD012,hgp,eng,labeled,Grid A13,full,0.028223215031651164
14454,14454,SD012,hgp,eng,labeled,LST1,linear,-0.02502258385124293
14455,14455,SD012,hgp,eng,labeled,LST1,full,-0.1683659693278725
14456,14456,SD012,hgp,eng,labeled,LST6,linear,-0.1493068580390408
14457,14457,SD012,hgp,eng,labeled,LST6,full,0.09826507924596224
14458,14458,SD012,hgp,eng,labeled,RHH10,linear,0.3794567232012605
14459,14459,SD012,hgp,eng,labeled,RHH10,full,-0.09631399407663142
14460,14460,SD012,hgp,eng,labeled,Grid A14,linear,0.15774972021133649
14461,14461,SD012,hgp,eng,labeled,Grid A14,full,-0.3377242841229665
14462,14462,SD012,hgp,eng,labeled,LHT4,linear,0.02097881995503921
14463,14463,SD012,hgp,eng,labeled,LHT4,full,-0.08326026877228704
14464,14464,SD012,hgp,eng,labeled,LHH6,linear,0.11505539660436358
14465,14465,SD012,hgp,eng,labeled,LHH6,full,-0.11050990828316863
14466,14466,SD012,hgp,eng,labeled,LA1,linear,-0.0008214786205116432
14467,14467,SD012,hgp,eng,labeled,LA1,full,-0.029340193164347574
14468,14468,SD012,hgp,eng,labeled,RHH4,linear,0.025920972714897197
14469,14469,SD012,hgp,eng,labeled,RHH4,full,0.033235548807985384
14470,14470,SD012,hgp,eng,labeled,Grid A7,linear,-0.0408422295213511
14471,14471,SD012,hgp,eng,labeled,Grid A7,full,-0.041132907021351986
14472,14472,SD012,hgp,cat,unlabeled,RHH6,linear,0.1991060798610866
14473,14473,SD012,hgp,cat,unlabeled,RHH6,full,-0.0795720901951243
14474,14474,SD012,hgp,cat,unlabeled,LHT10,linear,-0.011592597254223609
14475,14475,SD012,hgp,cat,unlabeled,LHT10,full,0.002057110586935687
14476,14476,SD012,hgp,cat,unlabeled,Grid A5,linear,0.04204178904476742
14477,14477,SD012,hgp,cat,unlabeled,Grid A5,full,-0.002697743741673164
14478,14478,SD012,hgp,cat,unlabeled,LSF2,linear,-0.0019506053152336148
14479,14479,SD012,hgp,cat,unlabeled,LSF2,full,-0.02321733280877006
14480,14480,SD012,hgp,cat,unlabeled,Grid A16,linear,-0.020585709584483382
14481,14481,SD012,hgp,cat,unlabeled,Grid A16,full,0.012821544884825372
14482,14482,SD012,hgp,cat,unlabeled,LST4,linear,0.038479392005107436
14483,14483,SD012,hgp,cat,unlabeled,LST4,full,-0.07878430584544266
14484,14484,SD012,hgp,cat,unlabeled,LA9,linear,0.02508098516032522
14485,14485,SD012,hgp,cat,unlabeled,LA9,full,-0.005576109582587312
14486,14486,SD012,hgp,cat,unlabeled,LA3,linear,-0.005724266432421007
14487,14487,SD012,hgp,cat,unlabeled,LA3,full,-0.0019662263545781934
14488,14488,SD012,hgp,cat,unlabeled,LPP2,linear,0.03843003439535708
14489,14489,SD012,hgp,cat,unlabeled,LPP2,full,-0.06367180812033618
14490,14490,SD012,hgp,cat,unlabeled,LHH4,linear,-0.005390527332244576
14491,14491,SD012,hgp,cat,unlabeled,LHH4,full,0.0037734966006894217
14492,14492,SD012,hgp,cat,unlabeled,LHT6,linear,0.10021328075608074
14493,14493,SD012,hgp,cat,unlabeled,LHT6,full,-0.04798893782407308
14494,14494,SD012,hgp,cat,unlabeled,LHT1,linear,0.021539341997052854
14495,14495,SD012,hgp,cat,unlabeled,LHT1,full,-0.023308172881485338
14496,14496,SD012,hgp,cat,unlabeled,LHH9,linear,0.20599561876716488
14497,14497,SD012,hgp,cat,unlabeled,LHH9,full,-0.019835753287538626
14498,14498,SD012,hgp,cat,unlabeled,LA4,linear,-0.007825774819731757
14499,14499,SD012,hgp,cat,unlabeled,LA4,full,-0.007649638655896664
14500,14500,SD012,hgp,cat,unlabeled,LHH3,linear,-0.03825824893665599
14501,14501,SD012,hgp,cat,unlabeled,LHH3,full,-0.04242621107433805
14502,14502,SD012,hgp,cat,unlabeled,LST3,linear,-0.00975218616929131
14503,14503,SD012,hgp,cat,unlabeled,LST3,full,-0.047350336781330486
14504,14504,SD012,hgp,cat,unlabeled,Grid A11,linear,0.030138246339548112
14505,14505,SD012,hgp,cat,unlabeled,Grid A11,full,-0.03434270397316432
14506,14506,SD012,hgp,cat,unlabeled,Grid A2,linear,0.12990058845343494
14507,14507,SD012,hgp,cat,unlabeled,Grid A2,full,0.08854408427436368
14508,14508,SD012,hgp,cat,unlabeled,Grid A8,linear,-0.0676586090053138
14509,14509,SD012,hgp,cat,unlabeled,Grid A8,full,-0.02755712300358595
14510,14510,SD012,hgp,cat,unlabeled,RHH1,linear,0.2081247427115704
14511,14511,SD012,hgp,cat,unlabeled,RHH1,full,-0.2305814433626417
14512,14512,SD012,hgp,cat,unlabeled,LHH10,linear,-0.006877495234087226
14513,14513,SD012,hgp,cat,unlabeled,LHH10,full,-0.028644973906666357
14514,14514,SD012,hgp,cat,unlabeled,RHH5,linear,-0.011196885737516557
14515,14515,SD012,hgp,cat,unlabeled,RHH5,full,-0.04317694255976348
14516,14516,SD012,hgp,cat,unlabeled,Grid A6,linear,0.06351129333163967
14517,14517,SD012,hgp,cat,unlabeled,Grid A6,full,0.05729190639830721
14518,14518,SD012,hgp,cat,unlabeled,Grid A15,linear,0.0007642360926842151
14519,14519,SD012,hgp,cat,unlabeled,Grid A15,full,-0.008322688836635091
14520,14520,SD012,hgp,cat,unlabeled,LSF1,linear,-0.016518178566317814
14521,14521,SD012,hgp,cat,unlabeled,LSF1,full,-0.04543416224074755
14522,14522,SD012,hgp,cat,unlabeled,LHT5,linear,0.02732633389374576
14523,14523,SD012,hgp,cat,unlabeled,LHT5,full,-0.02286452730883276
14524,14524,SD012,hgp,cat,unlabeled,LIF4,linear,0.06294206408756142
14525,14525,SD012,hgp,cat,unlabeled,LIF4,full,-0.007137274689242008
14526,14526,SD012,hgp,cat,unlabeled,LHH7,linear,-0.004355736616499333
14527,14527,SD012,hgp,cat,unlabeled,LHH7,full,0.0009985686960471674
14528,14528,SD012,hgp,cat,unlabeled,LPP1,linear,0.0009220886916542188
14529,14529,SD012,hgp,cat,unlabeled,LPP1,full,-0.02809477826683845
14530,14530,SD012,hgp,cat,unlabeled,LIF3,linear,0.20030876112045914
14531,14531,SD012,hgp,cat,unlabeled,LIF3,full,0.14938343127464893
14532,14532,SD012,hgp,cat,unlabeled,LA7,linear,0.0537740943584283
14533,14533,SD012,hgp,cat,unlabeled,LA7,full,0.00014590738133768953
14534,14534,SD012,hgp,cat,unlabeled,Grid A20,linear,-0.06435330323201817
14535,14535,SD012,hgp,cat,unlabeled,Grid A20,full,-0.1010046082436296
14536,14536,SD012,hgp,cat,unlabeled,LHT2,linear,-0.005097039292797852
14537,14537,SD012,hgp,cat,unlabeled,LHT2,full,-0.02067706448412442
14538,14538,SD012,hgp,cat,unlabeled,LHT8,linear,0.03897877435008562
14539,14539,SD012,hgp,cat,unlabeled,LHT8,full,0.024039896557242875
14540,14540,SD012,hgp,cat,unlabeled,Grid A12,linear,0.07378992473514978
14541,14541,SD012,hgp,cat,unlabeled,Grid A12,full,0.0016771331896818984
14542,14542,SD012,hgp,cat,unlabeled,Grid A18,linear,0.10596113645137337
14543,14543,SD012,hgp,cat,unlabeled,Grid A18,full,-0.01562756380186527
14544,14544,SD012,hgp,cat,unlabeled,Grid A1,linear,0.09816518787154853
14545,14545,SD012,hgp,cat,unlabeled,Grid A1,full,-0.021772590126929284
14546,14546,SD012,hgp,cat,unlabeled,RHH8,linear,-0.027248454372705285
14547,14547,SD012,hgp,cat,unlabeled,RHH8,full,0.03499274357086832
14548,14548,SD012,hgp,cat,unlabeled,RHH2,linear,0.2354028943238731
14549,14549,SD012,hgp,cat,unlabeled,RHH2,full,-0.08773908263325292
14550,14550,SD012,hgp,cat,unlabeled,Grid A9,linear,0.06092130180897394
14551,14551,SD012,hgp,cat,unlabeled,Grid A9,full,-0.013837915606521738
14552,14552,SD012,hgp,cat,unlabeled,Grid A3,linear,0.02570795880906784
14553,14553,SD012,hgp,cat,unlabeled,Grid A3,full,-0.0033127942934510764
14554,14554,SD012,hgp,cat,unlabeled,LA10,linear,0.213951556526087
14555,14555,SD012,hgp,cat,unlabeled,LA10,full,-0.2109223079957669
14556,14556,SD012,hgp,cat,unlabeled,LA5,linear,-0.002922363382367764
14557,14557,SD012,hgp,cat,unlabeled,LA5,full,-0.036515988603466484
14558,14558,SD012,hgp,cat,unlabeled,LPP4,linear,0.01798985342372022
14559,14559,SD012,hgp,cat,unlabeled,LPP4,full,-0.041273226366926784
14560,14560,SD012,hgp,cat,unlabeled,LHH2,linear,0.008860401734779666
14561,14561,SD012,hgp,cat,unlabeled,LHH2,full,-0.019079323542164836
14562,14562,SD012,hgp,cat,unlabeled,LIF1,linear,-0.015299191103263587
14563,14563,SD012,hgp,cat,unlabeled,LIF1,full,0.0010349423378060662
14564,14564,SD012,hgp,cat,unlabeled,LHH8,linear,-0.0683127816482215
14565,14565,SD012,hgp,cat,unlabeled,LHH8,full,-0.03287719393621537
14566,14566,SD012,hgp,cat,unlabeled,LST2,linear,-0.05367257885596037
14567,14567,SD012,hgp,cat,unlabeled,LST2,full,-0.04566066985083255
14568,14568,SD012,hgp,cat,unlabeled,Grid A10,linear,0.024901882586282547
14569,14569,SD012,hgp,cat,unlabeled,Grid A10,full,-0.06601247934295353
14570,14570,SD012,hgp,cat,unlabeled,LSF4,linear,0.02723261881984301
14571,14571,SD012,hgp,cat,unlabeled,LSF4,full,0.0022195392766841057
14572,14572,SD012,hgp,cat,unlabeled,Grid A17,linear,0.05712471928385464
14573,14573,SD012,hgp,cat,unlabeled,Grid A17,full,-0.025926655628261658
14574,14574,SD012,hgp,cat,unlabeled,LSF3,linear,0.023718192149431817
14575,14575,SD012,hgp,cat,unlabeled,LSF3,full,-0.021526486834474275
14576,14576,SD012,hgp,cat,unlabeled,LST5,linear,-0.03255541482233499
14577,14577,SD012,hgp,cat,unlabeled,LST5,full,-0.033286397107113765
14578,14578,SD012,hgp,cat,unlabeled,LPP3,linear,0.00914619499874142
14579,14579,SD012,hgp,cat,unlabeled,LPP3,full,-0.04655024972337673
14580,14580,SD012,hgp,cat,unlabeled,LA2,linear,0.028947265831637824
14581,14581,SD012,hgp,cat,unlabeled,LA2,full,-0.01651787830379266
14582,14582,SD012,hgp,cat,unlabeled,LHH5,linear,0.023136819839383833
14583,14583,SD012,hgp,cat,unlabeled,LHH5,full,0.0072933831174955424
14584,14584,SD012,hgp,cat,unlabeled,LA8,linear,0.011523900818954071
14585,14585,SD012,hgp,cat,unlabeled,LA8,full,0.009737863795115482
14586,14586,SD012,hgp,cat,unlabeled,LHT7,linear,0.002358038887798177
14587,14587,SD012,hgp,cat,unlabeled,LHT7,full,-0.0036908073734083884
14588,14588,SD012,hgp,cat,unlabeled,RHH7,linear,0.05792013440458089
14589,14589,SD012,hgp,cat,unlabeled,RHH7,full,-0.049021593166862325
14590,14590,SD012,hgp,cat,unlabeled,Grid A4,linear,0.12145427656409954
14591,14591,SD012,hgp,cat,unlabeled,Grid A4,full,0.032140407902209754
14592,14592,SD012,hgp,cat,unlabeled,RHH3,linear,0.03823054395283815
14593,14593,SD012,hgp,cat,unlabeled,RHH3,full,-0.07535296988718729
14594,14594,SD012,hgp,cat,unlabeled,RHH9,linear,0.040286497681413534
14595,14595,SD012,hgp,cat,unlabeled,RHH9,full,-0.05635545910144979
14596,14596,SD012,hgp,cat,unlabeled,LIF2,linear,-0.004456237307963604
14597,14597,SD012,hgp,cat,unlabeled,LIF2,full,-0.03995027432232254
14598,14598,SD012,hgp,cat,unlabeled,LHH1,linear,0.007097936051966688
14599,14599,SD012,hgp,cat,unlabeled,LHH1,full,-0.0010103971999957588
14600,14600,SD012,hgp,cat,unlabeled,LA6,linear,0.006397116443384061
14601,14601,SD012,hgp,cat,unlabeled,LA6,full,-0.0012843715269610387
14602,14602,SD012,hgp,cat,unlabeled,LHT9,linear,0.07441985506143017
14603,14603,SD012,hgp,cat,unlabeled,LHT9,full,-0.0710489853322583
14604,14604,SD012,hgp,cat,unlabeled,LHT3,linear,0.03224745419342173
14605,14605,SD012,hgp,cat,unlabeled,LHT3,full,0.015152656831443472
14606,14606,SD012,hgp,cat,unlabeled,Grid A19,linear,0.05543232848747919
14607,14607,SD012,hgp,cat,unlabeled,Grid A19,full,-0.031044896653664063
14608,14608,SD012,hgp,cat,unlabeled,Grid A13,linear,0.35470573355747204
14609,14609,SD012,hgp,cat,unlabeled,Grid A13,full,-0.11701007260271645
14610,14610,SD012,hgp,cat,unlabeled,LST1,linear,0.036914665214668366
14611,14611,SD012,hgp,cat,unlabeled,LST1,full,-0.05831175811301623
14612,14612,SD012,hgp,cat,unlabeled,LST6,linear,0.025132497319189262
14613,14613,SD012,hgp,cat,unlabeled,LST6,full,-0.0051790306244095105
14614,14614,SD012,hgp,cat,unlabeled,RHH10,linear,0.35602579076149593
14615,14615,SD012,hgp,cat,unlabeled,RHH10,full,-0.0707371703210114
14616,14616,SD012,hgp,cat,unlabeled,Grid A14,linear,-0.03537637883637064
14617,14617,SD012,hgp,cat,unlabeled,Grid A14,full,-0.0009513247939549368
14618,14618,SD012,hgp,cat,unlabeled,LHT4,linear,0.0065738210665453115
14619,14619,SD012,hgp,cat,unlabeled,LHT4,full,-0.0008472107576739808
14620,14620,SD012,hgp,cat,unlabeled,LHH6,linear,0.028299024242947807
14621,14621,SD012,hgp,cat,unlabeled,LHH6,full,-0.024936630662284232
14622,14622,SD012,hgp,cat,unlabeled,LA1,linear,-0.011581142389193076
14623,14623,SD012,hgp,cat,unlabeled,LA1,full,-0.016650895127184703
14624,14624,SD012,hgp,cat,unlabeled,RHH4,linear,0.20534410188412835
14625,14625,SD012,hgp,cat,unlabeled,RHH4,full,0.018663954740236653
14626,14626,SD012,hgp,cat,unlabeled,Grid A7,linear,-0.014650411839490254
14627,14627,SD012,hgp,cat,unlabeled,Grid A7,full,-0.040637470587675015
14628,14628,SD012,hgp,cat,labeled,RHH6,linear,-0.10647507700421148
14629,14629,SD012,hgp,cat,labeled,RHH6,full,0.13164548281130362
14630,14630,SD012,hgp,cat,labeled,LHT10,linear,-0.003887636038598819
14631,14631,SD012,hgp,cat,labeled,LHT10,full,-0.0037732814359869673
14632,14632,SD012,hgp,cat,labeled,Grid A5,linear,-0.035614455140109184
14633,14633,SD012,hgp,cat,labeled,Grid A5,full,0.02998816828500724
14634,14634,SD012,hgp,cat,labeled,LSF2,linear,-0.03507544846465594
14635,14635,SD012,hgp,cat,labeled,LSF2,full,0.011942057704728
14636,14636,SD012,hgp,cat,labeled,Grid A16,linear,-0.027296009194698524
14637,14637,SD012,hgp,cat,labeled,Grid A16,full,-0.00619261133818009
14638,14638,SD012,hgp,cat,labeled,LST4,linear,-0.11527645654119575
14639,14639,SD012,hgp,cat,labeled,LST4,full,-0.018802283318677605
14640,14640,SD012,hgp,cat,labeled,LA9,linear,-0.048850706855451564
14641,14641,SD012,hgp,cat,labeled,LA9,full,0.02835032317614548
14642,14642,SD012,hgp,cat,labeled,LA3,linear,-0.018229712087634083
14643,14643,SD012,hgp,cat,labeled,LA3,full,0.012684070558751988
14644,14644,SD012,hgp,cat,labeled,LPP2,linear,0.032232609678383435
14645,14645,SD012,hgp,cat,labeled,LPP2,full,0.002893128117028125
14646,14646,SD012,hgp,cat,labeled,LHH4,linear,-0.026213213890104226
14647,14647,SD012,hgp,cat,labeled,LHH4,full,0.023522010342352358
14648,14648,SD012,hgp,cat,labeled,LHT6,linear,-0.1122286869913986
14649,14649,SD012,hgp,cat,labeled,LHT6,full,-0.02624884450619409
14650,14650,SD012,hgp,cat,labeled,LHT1,linear,-0.024455542853449225
14651,14651,SD012,hgp,cat,labeled,LHT1,full,0.006779986774447825
14652,14652,SD012,hgp,cat,labeled,LHH9,linear,-0.1358155719344683
14653,14653,SD012,hgp,cat,labeled,LHH9,full,-0.0010833942541853242
14654,14654,SD012,hgp,cat,labeled,LA4,linear,0.004913572447014221
14655,14655,SD012,hgp,cat,labeled,LA4,full,-0.015928264001591225
14656,14656,SD012,hgp,cat,labeled,LHH3,linear,0.05440638543241887
14657,14657,SD012,hgp,cat,labeled,LHH3,full,0.014155459181380448
14658,14658,SD012,hgp,cat,labeled,LST3,linear,-0.0648928707712221
14659,14659,SD012,hgp,cat,labeled,LST3,full,-0.022609019892827518
14660,14660,SD012,hgp,cat,labeled,Grid A11,linear,-0.052420087435922524
14661,14661,SD012,hgp,cat,labeled,Grid A11,full,0.016832759741037796
14662,14662,SD012,hgp,cat,labeled,Grid A2,linear,-0.04851004425087737
14663,14663,SD012,hgp,cat,labeled,Grid A2,full,0.019150943635421764
14664,14664,SD012,hgp,cat,labeled,Grid A8,linear,-0.04675478050712642
14665,14665,SD012,hgp,cat,labeled,Grid A8,full,-0.004728098656499879
14666,14666,SD012,hgp,cat,labeled,RHH1,linear,0.04110670079638845
14667,14667,SD012,hgp,cat,labeled,RHH1,full,-0.08119860872818956
14668,14668,SD012,hgp,cat,labeled,LHH10,linear,0.06783764446419457
14669,14669,SD012,hgp,cat,labeled,LHH10,full,-0.07408644996652627
14670,14670,SD012,hgp,cat,labeled,RHH5,linear,-0.006077749935911542
14671,14671,SD012,hgp,cat,labeled,RHH5,full,0.0123977299379309
14672,14672,SD012,hgp,cat,labeled,Grid A6,linear,0.08014249392561723
14673,14673,SD012,hgp,cat,labeled,Grid A6,full,0.001226002870209553
14674,14674,SD012,hgp,cat,labeled,Grid A15,linear,0.0018286474568178109
14675,14675,SD012,hgp,cat,labeled,Grid A15,full,-0.017871719314876078
14676,14676,SD012,hgp,cat,labeled,LSF1,linear,-0.04870687344068001
14677,14677,SD012,hgp,cat,labeled,LSF1,full,0.0028800388074484142
14678,14678,SD012,hgp,cat,labeled,LHT5,linear,-0.05908623988375995
14679,14679,SD012,hgp,cat,labeled,LHT5,full,-0.0005384371497021078
14680,14680,SD012,hgp,cat,labeled,LIF4,linear,-0.039550682934512055
14681,14681,SD012,hgp,cat,labeled,LIF4,full,-0.04078952770550272
14682,14682,SD012,hgp,cat,labeled,LHH7,linear,-0.004169794985931943
14683,14683,SD012,hgp,cat,labeled,LHH7,full,0.009542887174529282
14684,14684,SD012,hgp,cat,labeled,LPP1,linear,-0.00828300101914043
14685,14685,SD012,hgp,cat,labeled,LPP1,full,-0.020224491170493037
14686,14686,SD012,hgp,cat,labeled,LIF3,linear,-0.08184753172402434
14687,14687,SD012,hgp,cat,labeled,LIF3,full,0.03294957954728772
14688,14688,SD012,hgp,cat,labeled,LA7,linear,-0.020798213663514243
14689,14689,SD012,hgp,cat,labeled,LA7,full,0.0005273453970598193
14690,14690,SD012,hgp,cat,labeled,Grid A20,linear,-0.01275385711772833
14691,14691,SD012,hgp,cat,labeled,Grid A20,full,-0.0952378499349024
14692,14692,SD012,hgp,cat,labeled,LHT2,linear,-0.02897781268252388
14693,14693,SD012,hgp,cat,labeled,LHT2,full,-0.0008265079724625224
14694,14694,SD012,hgp,cat,labeled,LHT8,linear,-0.05325630519551653
14695,14695,SD012,hgp,cat,labeled,LHT8,full,-0.02174289761683949
14696,14696,SD012,hgp,cat,labeled,Grid A12,linear,0.058406966997435625
14697,14697,SD012,hgp,cat,labeled,Grid A12,full,-0.03582937668929168
14698,14698,SD012,hgp,cat,labeled,Grid A18,linear,-0.08461623613327098
14699,14699,SD012,hgp,cat,labeled,Grid A18,full,-0.025638646994073026
14700,14700,SD012,hgp,cat,labeled,Grid A1,linear,-0.0674047012322324
14701,14701,SD012,hgp,cat,labeled,Grid A1,full,-0.036836081975673264
14702,14702,SD012,hgp,cat,labeled,RHH8,linear,-0.05742706494616704
14703,14703,SD012,hgp,cat,labeled,RHH8,full,-0.07866962422805444
14704,14704,SD012,hgp,cat,labeled,RHH2,linear,-0.10187306963157704
14705,14705,SD012,hgp,cat,labeled,RHH2,full,0.10278978786650107
14706,14706,SD012,hgp,cat,labeled,Grid A9,linear,-0.0587242626649438
14707,14707,SD012,hgp,cat,labeled,Grid A9,full,-0.02205146018512301
14708,14708,SD012,hgp,cat,labeled,Grid A3,linear,0.012362673924934037
14709,14709,SD012,hgp,cat,labeled,Grid A3,full,0.013137119052439151
14710,14710,SD012,hgp,cat,labeled,LA10,linear,-0.25922764021841016
14711,14711,SD012,hgp,cat,labeled,LA10,full,0.055181446574775146
14712,14712,SD012,hgp,cat,labeled,LA5,linear,-0.02012612525604133
14713,14713,SD012,hgp,cat,labeled,LA5,full,-0.0006462822199848969
14714,14714,SD012,hgp,cat,labeled,LPP4,linear,-0.0050406024342808005
14715,14715,SD012,hgp,cat,labeled,LPP4,full,0.028197103094225295
14716,14716,SD012,hgp,cat,labeled,LHH2,linear,-0.06361560301796955
14717,14717,SD012,hgp,cat,labeled,LHH2,full,0.04883070142054432
14718,14718,SD012,hgp,cat,labeled,LIF1,linear,-0.017500579487873945
14719,14719,SD012,hgp,cat,labeled,LIF1,full,-0.01189329365352694
14720,14720,SD012,hgp,cat,labeled,LHH8,linear,-0.10559785813707198
14721,14721,SD012,hgp,cat,labeled,LHH8,full,-0.026040348039290808
14722,14722,SD012,hgp,cat,labeled,LST2,linear,-0.0543542041167905
14723,14723,SD012,hgp,cat,labeled,LST2,full,0.015555883192337416
14724,14724,SD012,hgp,cat,labeled,Grid A10,linear,-0.04732358444658129
14725,14725,SD012,hgp,cat,labeled,Grid A10,full,0.008056208462084642
14726,14726,SD012,hgp,cat,labeled,LSF4,linear,0.026277262324968808
14727,14727,SD012,hgp,cat,labeled,LSF4,full,-0.02768158674038926
14728,14728,SD012,hgp,cat,labeled,Grid A17,linear,-0.08106400244675391
14729,14729,SD012,hgp,cat,labeled,Grid A17,full,0.07442904508175062
14730,14730,SD012,hgp,cat,labeled,LSF3,linear,0.028784992752681943
14731,14731,SD012,hgp,cat,labeled,LSF3,full,-0.034183053229437384
14732,14732,SD012,hgp,cat,labeled,LST5,linear,0.006032854899076449
14733,14733,SD012,hgp,cat,labeled,LST5,full,-0.038365109661814695
14734,14734,SD012,hgp,cat,labeled,LPP3,linear,-0.08535258494104417
14735,14735,SD012,hgp,cat,labeled,LPP3,full,-0.01941619464087277
14736,14736,SD012,hgp,cat,labeled,LA2,linear,0.07229982433930844
14737,14737,SD012,hgp,cat,labeled,LA2,full,-0.06913543082086784
14738,14738,SD012,hgp,cat,labeled,LHH5,linear,0.023477966663340188
14739,14739,SD012,hgp,cat,labeled,LHH5,full,-0.013479821846054356
14740,14740,SD012,hgp,cat,labeled,LA8,linear,0.02745296829293357
14741,14741,SD012,hgp,cat,labeled,LA8,full,-0.015325711068508809
14742,14742,SD012,hgp,cat,labeled,LHT7,linear,-0.025349169848910173
14743,14743,SD012,hgp,cat,labeled,LHT7,full,-0.02685082118354201
14744,14744,SD012,hgp,cat,labeled,RHH7,linear,-0.05228353087592022
14745,14745,SD012,hgp,cat,labeled,RHH7,full,-0.013646665930793526
14746,14746,SD012,hgp,cat,labeled,Grid A4,linear,0.017763580273403037
14747,14747,SD012,hgp,cat,labeled,Grid A4,full,-0.049660342733867005
14748,14748,SD012,hgp,cat,labeled,RHH3,linear,0.04546295292407066
14749,14749,SD012,hgp,cat,labeled,RHH3,full,0.043027086525443285
14750,14750,SD012,hgp,cat,labeled,RHH9,linear,-0.05759009002738764
14751,14751,SD012,hgp,cat,labeled,RHH9,full,0.09746655312637104
14752,14752,SD012,hgp,cat,labeled,LIF2,linear,-0.019078521360557595
14753,14753,SD012,hgp,cat,labeled,LIF2,full,-0.01251342014433654
14754,14754,SD012,hgp,cat,labeled,LHH1,linear,-0.01844930964752713
14755,14755,SD012,hgp,cat,labeled,LHH1,full,0.032678467436573606
14756,14756,SD012,hgp,cat,labeled,LA6,linear,0.010879395850103194
14757,14757,SD012,hgp,cat,labeled,LA6,full,-0.01972241310451204
14758,14758,SD012,hgp,cat,labeled,LHT9,linear,-0.06871924951621969
14759,14759,SD012,hgp,cat,labeled,LHT9,full,-0.04349046649305701
14760,14760,SD012,hgp,cat,labeled,LHT3,linear,-0.019616518811963204
14761,14761,SD012,hgp,cat,labeled,LHT3,full,-0.031789326203755394
14762,14762,SD012,hgp,cat,labeled,Grid A19,linear,0.007596284421495607
14763,14763,SD012,hgp,cat,labeled,Grid A19,full,-0.05543771355760906
